year,Trial,Trial.duration,Reef,Treatment,Initial.size,Final.size,Initial.sex,Growth,Final.sex,Final.sex.female.transitional.equals.female,final.Weight.g,Male,Female,Transitional,Immature,Initial.reef.biomass,,,,
2017,June,14,3,Low,28,29,female,1,female,female,0.43,0,1,0,0,,,,,
2017,June,14,3,Low,27,28,female,1,female,female,0.39,0,1,0,0,,,,,
2017,June,14,3,Low,27,27,female,0,female,female,0.35,0,1,0,0,,,,,
2017,June,14,3,Low,30,34,female,4,female,female,0.68,0,1,0,0,,,,,
2017,June,14,3,Low,23,24,female,1,female,female,0.25,0,1,0,0,,,,,
2017,June,14,3,Low,28,29,female,1,female,female,0.43,0,1,0,0,,,,,
2017,June,14,3,Low,32,35,male,3,male,male,0.74,1,0,0,0,,,,,
2017,June,14,4,High,25,26,female,1,female,female,0.31,0,1,0,0,,,,,
2017,June,14,4,High,28,28,female,0,female,female,0.39,0,1,0,0,,,,,
2017,June,14,4,High,28,28,female,0,female,female,0.39,0,1,0,0,,,,,
2017,June,14,4,High,29,30,female,1,female,female,0.47,0,1,0,0,,,,,
2017,June,14,4,High,26,27,female,1,female,female,0.35,0,1,0,0,,,,,
2017,June,14,4,High,27,27,female,0,female,female,0.35,0,1,0,0,,,,,
2017,June,14,4,High,32,34,female,2,female,female,0.68,0,1,0,0,,,,,
2017,June,14,4,High,31,31,female,0,female,female,0.52,0,1,0,0,,,,,
2017,June,14,4,High,NA,13,immature,NA,immature,immature,0.04,0,0,0,1,,,,,
2017,June,14,4,High,NA,11,immature,NA,immature,immature,0.03,0,0,0,1,,,,,
2017,June,14,4,High,NA,12,immature,NA,immature,immature,0.03,0,0,0,1,,,,,
2017,June,14,4,High,NA,13,immature,NA,immature,immature,0.04,0,0,0,1,,,,,
2017,June,14,4,High,NA,14,immature,NA,immature,immature,0.05,0,0,0,1,,,,,
2017,June,14,4,High,NA,12,immature,NA,immature,immature,0.03,0,0,0,1,,,,,
2017,June,14,4,High,NA,13,immature,NA,immature,immature,0.04,0,0,0,1,,,,,
2017,June,14,4,High,NA,14,immature,NA,immature,immature,0.05,0,0,0,1,,,,,
2017,June,14,5,Medium,25,26,female,1,female,female,0.31,0,1,0,0,,,,,
2017,June,14,5,Medium,29,30,female,1,female,female,0.47,0,1,0,0,,,,,
2017,June,14,5,Medium,28,30,female,2,female,female,0.47,0,1,0,0,,,,,
2017,June,14,5,Medium,29,31,female,2,female,female,0.52,0,1,0,0,,,,,
2017,June,14,5,Medium,31,31,female,0,female,female,0.52,0,1,0,0,,,,,
2017,June,14,5,Medium,32,33,female,1,female,female,0.62,0,1,0,0,,,,,
2017,June,14,5,Medium,31,34,female,3,female,female,0.68,0,1,0,0,,,,,
2017,June,14,6,High,24,24,female,0,female,female,0.25,0,1,0,0,,,,,
2017,June,14,6,High,27,27,female,0,female,female,0.35,0,1,0,0,,,,,
2017,June,14,6,High,29,32,female,3,female,female,0.57,0,1,0,0,,,,,
2017,June,14,6,High,26,24,female,-2,female,female,0.25,0,1,0,0,,,,,
2017,June,14,6,High,28,26,female,-2,female,female,0.31,0,1,0,0,,,,,
2017,June,14,6,High,NA,11,immature,NA,immature,immature,0.03,0,0,0,1,,,,,
2017,June,14,6,High,NA,13,immature,NA,immature,immature,0.04,0,0,0,1,,,,,
2017,June,14,6,High,NA,10,immature,NA,immature,immature,0.02,0,0,0,1,,,,,
2017,June,14,7,Medium,24,25,female,1,female,female,0.28,0,1,0,0,,,,,
2017,June,14,7,Medium,29,31,female,2,female,female,0.52,0,1,0,0,,,,,
2017,June,14,7,Medium,27,28,female,1,female,female,0.39,0,1,0,0,,,,,
2017,June,14,7,Medium,28,29,female,1,female,female,0.43,0,1,0,0,,,,,
2017,June,14,7,Medium,27,29,female,2,female,female,0.43,0,1,0,0,,,,,
2017,June,14,7,Medium,29,30,female,1,female,female,0.47,0,1,0,0,,,,,
2017,June,14,7,Medium,NA,12,immature,NA,immature,immature,0.03,0,0,0,1,,,,,
2017,June,14,7,Medium,NA,21,female,NA,female,female,0.17,0,1,0,0,,,,,
2017,June,14,8,Low,27,27,female,0,female,female,0.35,0,1,0,0,,,,,
2017,June,14,8,Low,26,27,female,1,female,female,0.35,0,1,0,0,,,,,
2017,June,14,8,Low,27,28,female,1,female,female,0.39,0,1,0,0,,,,,
2017,June,14,8,Low,28,29,female,1,female,female,0.43,0,1,0,0,,,,,
2017,June,14,8,Low,27,28,female,1,female,female,0.39,0,1,0,0,,,,,
2017,June,14,9,High,25,25,female,0,female,female,0.28,0,1,0,0,,,,,
2017,June,14,9,High,28,29,female,1,female,female,0.43,0,1,0,0,,,,,
2017,June,14,9,High,28,29,female,1,female,female,0.43,0,1,0,0,,,,,
2017,June,14,9,High,25,26,male,1,male,male,0.31,1,0,0,0,,,,,
2017,June,14,10,Low,26,27,female,1,female,female,0.35,0,1,0,0,,,,,
2017,June,14,10,Low,28,29,female,1,female,female,0.43,0,1,0,0,,,,,
2017,June,14,10,Low,NA,14,immature,NA,immature,immature,0.05,0,0,0,1,,,,,
2017,June,14,11,Medium,NA,13,immature,NA,immature,immature,0.04,0,0,0,1,,,,,
2017,June,14,12,High,25,26,female,1,female,female,0.31,0,1,0,0,,,,,
2017,June,14,12,High,27,28,female,1,female,female,0.39,0,1,0,0,,,,,
2017,June,14,12,High,28,28,female,0,female,female,0.39,0,1,0,0,,,,,
2017,June,14,12,High,NA,13,immature,NA,immature,immature,0.04,0,0,0,1,,,,,
2017,June,14,12,High,NA,13,immature,NA,immature,immature,0.04,0,0,0,1,,,,,
2017,June,14,12,High,NA,14,immature,NA,immature,immature,0.05,0,0,0,1,,,,,
2017,June,14,13,Low,27,29,female,2,female,female,0.43,0,1,0,0,,,,,
2017,June,14,13,Low,29,30,female,1,female,female,0.47,0,1,0,0,,,,,
2017,June,14,13,Low,31,30,female,-1,female,female,0.47,0,1,0,0,,,,,
2017,June,14,14,Medium,27,28,female,1,female,female,0.39,0,1,0,0,,,,,
2017,June,14,14,Medium,29,31,female,2,female,female,0.52,0,1,0,0,,,,,
2017,June,14,14,Medium,37,38,female,1,female,female,0.93,0,1,0,0,,,,,
2017,June,14,15,High,29,32,female,3,female,female,0.57,0,1,0,0,,,,,
2017,June,14,15,High,NA,14,immature,NA,immature,immature,0.05,0,0,0,1,,,,,
2017,June,14,15,High,NA,13,immature,NA,immature,immature,0.04,0,0,0,1,,,,,
2017,June,14,15,High,NA,13,immature,NA,immature,immature,0.04,0,0,0,1,,,,,
2017,June,14,16,Low,26,28,female,2,female,female,0.39,0,1,0,0,,,,,
2017,June,14,16,Low,29,30,female,1,female,female,0.47,0,1,0,0,,,,,
2017,June,14,16,Low,30,33,female,3,female,female,0.62,0,1,0,0,,,,,
2017,June,14,16,Low,NA,12,immature,NA,immature,immature,0.03,0,0,0,1,,,,,
2017,June,14,16,Low,NA,11,immature,NA,immature,immature,0.03,0,0,0,1,,,,,
2017,June,14,17,Medium,24,27,female,3,female,female,0.35,0,1,0,0,,,,,
2017,June,14,17,Medium,27,27,female,0,female,female,0.35,0,1,0,0,,,,,
2017,June,14,17,Medium,29,30,female,1,female,female,0.47,0,1,0,0,,,,,
2017,June,14,18,High,22,23,female,1,female,female,0.22,0,1,0,0,,,,,
2017,June,14,18,High,26,27,female,1,female,female,0.35,0,1,0,0,,,,,
2017,June,14,18,High,29,31,female,2,female,female,0.52,0,1,0,0,,,,,
2017,August,14,1,Medium,29,29,female,0,female,female,0.43,0,1,0,0,,,,,
2017,August,14,1,Medium,26,27,female,1,female,female,0.35,0,1,0,0,,,,,
2017,August,14,1,Medium,20,21,male,1,male,male,0.17,1,0,0,0,,,,,
2017,August,14,1,Medium,28,28,male,0,male,male,0.39,1,0,0,0,,,,,
2017,August,14,2,Low,23,23,female,0,female,female,0.22,0,1,0,0,,,,,
2017,August,14,2,Low,23,24,female,1,female,female,0.25,0,1,0,0,,,,,
2017,August,14,2,Low,23,24,female,1,female,female,0.25,0,1,0,0,,,,,
2017,August,14,2,Low,24,24,female,0,female,female,0.25,0,1,0,0,,,,,
2017,August,14,2,Low,25,26,female,1,female,female,0.31,0,1,0,0,,,,,
2017,August,14,2,Low,31,31,female,0,female,female,0.52,0,1,0,0,,,,,
2017,August,14,2,Low,26,26,female,0,female,female,0.31,0,1,0,0,,,,,
2017,August,14,2,Low,32,34,female,2,female,female,0.68,0,1,0,0,,,,,
2017,August,14,2,Low,25,26,male,1,male,male,0.31,1,0,0,0,,,,,
2017,August,14,2,Low,34,34,male,0,male,male,0.68,1,0,0,0,,,,,
2017,August,14,3,High,23,21,female,-2,female,female,0.17,0,1,0,0,,,,,
2017,August,14,3,High,22,22,female,0,female,female,0.19,0,1,0,0,,,,,
2017,August,14,3,High,23,24,female,1,female,female,0.25,0,1,0,0,,,,,
2017,August,14,3,High,27,27,female,0,female,female,0.35,0,1,0,0,,,,,
2017,August,14,3,High,26,26,female,0,female,female,0.31,0,1,0,0,,,,,
2017,August,14,3,High,28,29,female,1,female,female,0.43,0,1,0,0,,,,,
2017,August,14,3,High,29,29,female,0,female,female,0.43,0,1,0,0,,,,,
2017,August,14,3,High,30,30,female,0,female,female,0.47,0,1,0,0,,,,,
2017,August,14,3,High,26,27,male,1,male,male,0.35,1,0,0,0,,,,,
2017,August,14,4,Medium,21,22,female,1,female,female,0.19,0,1,0,0,,,,,
2017,August,14,4,Medium,22,22,female,0,female,female,0.19,0,1,0,0,,,,,
2017,August,14,4,Medium,29,29,female,0,female,female,0.43,0,1,0,0,,,,,
2017,August,14,4,Medium,30,31,female,1,female,female,0.52,0,1,0,0,,,,,
2017,August,14,4,Medium,23,25,male,2,male,male,0.28,1,0,0,0,,,,,
2017,August,14,4,Medium,22,23,male,1,male,male,0.22,1,0,0,0,,,,,
2017,August,14,4,Medium,25,26,male,1,male,male,0.31,1,0,0,0,,,,,
2017,August,14,4,Medium,28,29,male,1,male,male,0.43,1,0,0,0,,,,,
2017,August,14,4,Medium,35,35,male,0,male,male,0.74,1,0,0,0,,,,,
2017,August,14,5,High,26,28,female,2,female,female,0.39,0,1,0,0,,,,,
2017,August,14,5,High,29,30,female,1,female,female,0.47,0,1,0,0,,,,,
2017,August,14,5,High,25,26,female,1,female,female,0.31,0,1,0,0,,,,,
2017,August,14,5,High,34,36,female,2,female,female,0.8,0,1,0,0,,,,,
2017,August,14,5,High,30,30,female,0,female,female,0.47,0,1,0,0,,,,,
2017,August,14,5,High,22,23,male,1,male,male,0.22,1,0,0,0,,,,,
2017,August,14,5,High,28,29,male,1,male,male,0.43,1,0,0,0,,,,,
2017,August,14,5,High,27,27,male,0,male,male,0.35,1,0,0,0,,,,,
2017,August,14,6,Low,23,20,female,-3,female,female,0.15,0,1,0,0,,,,,
2017,August,14,6,Low,25,24,female,-1,female,female,0.25,0,1,0,0,,,,,
2017,August,14,6,Low,27,29,female,2,female,female,0.43,0,1,0,0,,,,,
2017,August,14,6,Low,26,26,female,0,female,female,0.31,0,1,0,0,,,,,
2017,August,14,6,Low,29,29,female,0,female,female,0.43,0,1,0,0,,,,,
2017,August,14,6,Low,24,25,female,1,female,female,0.28,0,1,0,0,,,,,
2017,August,14,6,Low,20,21,male,1,male,male,0.17,1,0,0,0,,,,,
2017,August,14,6,Low,24,25,male,1,male,male,0.28,1,0,0,0,,,,,
2017,August,14,6,Low,25,26,male,1,male,male,0.31,1,0,0,0,,,,,
2017,August,14,6,Low,28,30,male,2,male,male,0.47,1,0,0,0,,,,,
2017,August,14,7,Medium,24,25,female,1,female,female,0.28,0,1,0,0,,,,,
2017,August,14,7,Medium,24,25,female,1,female,female,0.28,0,1,0,0,,,,,
2017,August,14,7,Medium,26,28,female,2,female,female,0.39,0,1,0,0,,,,,
2017,August,14,7,Medium,27,27,female,0,female,female,0.35,0,1,0,0,,,,,
2017,August,14,7,Medium,25,25,female,0,female,female,0.28,0,1,0,0,,,,,
2017,August,14,7,Medium,29,29,female,0,female,female,0.43,0,1,0,0,,,,,
2017,August,14,7,Medium,29,29,female,0,female,female,0.43,0,1,0,0,,,,,
2017,August,14,7,Medium,30,31,female,1,female,female,0.52,0,1,0,0,,,,,
2017,August,14,7,Medium,30,31,female,1,female,female,0.52,0,1,0,0,,,,,
2017,August,14,7,Medium,22,23,male,1,male,male,0.22,1,0,0,0,,,,,
2017,August,14,7,Medium,33,34,male,1,transitional,female,0.68,0,0,1,0,,,,,
2017,August,14,8,Low,26,27,female,1,female,female,0.35,0,1,0,0,,,,,
2017,August,14,8,Low,29,29,female,0,female,female,0.43,0,1,0,0,,,,,
2017,August,14,8,Low,28,28,female,0,female,female,0.39,0,1,0,0,,,,,
2017,August,14,8,Low,30,30,female,0,female,female,0.47,0,1,0,0,,,,,
2017,August,14,8,Low,27,25,male,-2,male,male,0.28,1,0,0,0,,,,,
2017,August,14,9,High,23,24,female,1,female,female,0.25,0,1,0,0,,,,,
2017,August,14,9,High,23,23,female,0,female,female,0.22,0,1,0,0,,,,,
2017,August,14,9,High,25,25,female,0,female,female,0.28,0,1,0,0,,,,,
2017,August,14,9,High,34,34,female,0,female,female,0.68,0,1,0,0,,,,,
2017,August,14,9,High,25,26,female,1,female,female,0.31,0,1,0,0,,,,,
2017,August,14,9,High,23,24,male,1,transitional,female,0.25,0,0,1,0,,,,,
2017,August,14,9,High,28,29,male,1,male,male,0.43,1,0,0,0,,,,,
2017,August,14,10,Low,27,27,female,0,female,female,0.35,0,1,0,0,,,,,
2017,August,14,10,Low,25,26,female,1,female,female,0.31,0,1,0,0,,,,,
2017,August,14,10,Low,30,30,female,0,female,female,0.47,0,1,0,0,,,,,
2017,August,14,10,Low,24,26,male,2,male,male,0.31,1,0,0,0,,,,,
2017,August,14,10,Low,28,28,male,0,male,male,0.39,1,0,0,0,,,,,
2017,August,14,10,Low,31,31,male,0,male,male,0.52,1,0,0,0,,,,,
2017,August,14,11,High,25,26,female,1,female,female,0.31,0,1,0,0,,,,,
2017,August,14,11,High,28,29,female,1,female,female,0.43,0,1,0,0,,,,,
2017,August,14,11,High,29,29,female,0,female,female,0.43,0,1,0,0,,,,,
2017,August,14,11,High,32,32,female,0,female,female,0.57,0,1,0,0,,,,,
2017,August,14,11,High,32,33,male,1,male,male,0.62,1,0,0,0,,,,,
2017,August,14,12,Medium,28,29,female,1,female,female,0.43,0,1,0,0,,,,,
2017,August,14,12,Medium,30,31,male,1,male,male,0.52,1,0,0,0,,,,,
2017,August,14,12,Medium,23,24,male,1,female,female,0.25,0,1,0,0,,,,,
2017,August,14,12,Medium,NA,13,immature,NA,immature,immature,0.04,0,0,0,1,,,,,
2017,August,14,12,Medium,NA,13,immature,NA,immature,immature,0.04,0,0,0,1,,,,,
2017,August,14,12,Medium,NA,14,immature,NA,immature,immature,0.05,0,0,0,1,,,,,
2017,August,14,13,Low,25,25,female,0,female,female,0.28,0,1,0,0,,,,,
2017,August,14,13,Low,34,36,female,2,female,female,0.8,0,1,0,0,,,,,
2017,August,14,13,Low,31,32,female,1,female,female,0.57,0,1,0,0,,,,,
2017,August,14,13,Low,23,25,male,2,male,male,0.28,1,0,0,0,,,,,
2017,August,14,13,Low,NA,17,immature,NA,immature,immature,0.09,0,0,0,1,,,,,
2017,August,14,13,Low,NA,13,immature,NA,immature,immature,0.04,0,0,0,1,,,,,
2017,August,14,13,Low,NA,13,immature,NA,immature,immature,0.04,0,0,0,1,,,,,
2017,August,14,13,Low,NA,11,immature,NA,immature,immature,0.03,0,0,0,1,,,,,
2017,August,14,13,Low,NA,12,immature,NA,immature,immature,0.03,0,0,0,1,,,,,
2017,August,14,13,Low,NA,12,immature,NA,immature,immature,0.03,0,0,0,1,,,,,
2017,August,14,14,Medium,24,25,female,1,female,female,0.28,0,1,0,0,,,,,
2017,August,14,14,Medium,24,25,female,1,female,female,0.28,0,1,0,0,,,,,
2017,August,14,14,Medium,26,27,female,1,female,female,0.35,0,1,0,0,,,,,
2017,August,14,14,Medium,28,28,female,0,female,female,0.39,0,1,0,0,,,,,
2017,August,14,14,Medium,31,32,female,1,female,female,0.57,0,1,0,0,,,,,
2017,August,14,14,Medium,25,28,male,3,male,male,0.39,1,0,0,0,,,,,
2017,August,14,15,High,22,23,female,1,female,female,0.22,0,1,0,0,,,,,
2017,August,14,15,High,24,25,female,1,female,female,0.28,0,1,0,0,,,,,
2017,August,14,15,High,26,26,female,0,female,female,0.31,0,1,0,0,,,,,
2017,August,14,15,High,28,29,female,1,female,female,0.43,0,1,0,0,,,,,
2017,August,14,15,High,30,32,female,2,female,female,0.57,0,1,0,0,,,,,
2017,August,14,15,High,34,35,male,1,male,male,0.74,1,0,0,0,,,,,
2017,August,14,15,High,NA,14,immature,NA,immature,immature,0.05,0,0,0,1,,,,,
2017,August,14,15,High,NA,13,immature,NA,immature,immature,0.04,0,0,0,1,,,,,
2017,August,14,15,High,NA,13,immature,NA,immature,immature,0.04,0,0,0,1,,,,,
2017,August,14,16,Low,23,25,female,2,female,female,0.28,0,1,0,0,,,,,
2017,August,14,16,Low,28,28,female,0,female,female,0.39,0,1,0,0,,,,,
2017,August,14,16,Low,32,32,female,0,female,female,0.57,0,1,0,0,,,,,
2017,August,14,16,Low,27,27,female,0,female,female,0.35,0,1,0,0,,,,,
2017,August,14,16,Low,23,23,male,0,male,male,0.22,1,0,0,0,,,,,
2017,August,14,16,Low,20,21,male,1,male,male,0.17,1,0,0,0,,,,,
2017,August,14,16,Low,34,35,male,1,male,male,0.74,1,0,0,0,,,,,
2017,August,14,16,Low,NA,12,immature,NA,immature,immature,0.03,0,0,0,1,,,,,
2017,August,14,16,Low,NA,11,immature,NA,immature,immature,0.03,0,0,0,1,,,,,
2017,August,14,17,High,23,25,female,2,female,female,0.28,0,1,0,0,,,,,
2017,August,14,17,High,25,25,female,0,female,female,0.28,0,1,0,0,,,,,
2017,August,14,17,High,30,30,female,0,female,female,0.47,0,1,0,0,,,,,
2017,August,14,17,High,29,30,female,1,female,female,0.47,0,1,0,0,,,,,
2017,August,14,17,High,22,23,male,1,male,male,0.22,1,0,0,0,,,,,
2017,August,14,18,Medium,24,25,female,1,female,female,0.28,0,1,0,0,,,,,
2017,August,14,18,Medium,28,29,female,1,female,female,0.43,0,1,0,0,,,,,
2017,August,14,18,Medium,30,30,female,0,female,female,0.47,0,1,0,0,,,,,
2017,August,14,18,Medium,29,30,female,1,female,female,0.47,0,1,0,0,,,,,
2017,August,14,18,Medium,21,22,male,1,male,male,0.19,1,0,0,0,,,,,
2017,August,14,18,Medium,26,27,male,1,male,male,0.35,1,0,0,0,,,,,
2017,July,14,1,Low,29,30,female,1,female,female,0.47,0,1,0,0,,,,,
2017,July,14,1,Low,30,31,female,1,female,female,0.52,0,1,0,0,,,,,
2017,July,14,2,High,29,30,female,1,female,female,0.47,0,1,0,0,,,,,
2017,July,14,2,High,26,26,female,0,female,female,0.31,0,1,0,0,,,,,
2017,July,14,3,Medium,27,27,female,0,female,female,0.35,0,1,0,0,,,,,
2017,July,14,4,High,23,24,female,1,female,female,0.25,0,1,0,0,,,,,
2017,July,14,4,High,27,27,male,0,male,male,0.35,1,0,0,0,,,,,
2017,July,14,4,High,24,25,female,1,female,female,0.28,0,1,0,0,,,,,
2017,July,14,5,Medium,25,26,female,1,female,female,0.31,0,1,0,0,,,,,
2017,July,14,5,Medium,23,25,female,2,female,female,0.28,0,1,0,0,,,,,
2017,July,14,5,Medium,28,29,female,1,female,female,0.43,0,1,0,0,,,,,
2017,July,14,5,Medium,29,27,female,-2,female,female,0.35,0,1,0,0,,,,,
2017,July,14,5,Medium,34,35,female,1,female,female,0.74,0,1,0,0,,,,,
2017,July,14,5,Medium,31,31,female,0,female,female,0.52,0,1,0,0,,,,,
2017,July,14,6,Low,24,24,female,0,female,female,0.25,0,1,0,0,,,,,
2017,July,14,6,Low,26,26,male,0,male,male,0.31,1,0,0,0,,,,,
2017,July,14,7,Medium,22,24,female,2,female,female,0.25,0,1,0,0,,,,,
2017,July,14,7,Medium,28,20,female,-8,female,female,0.15,0,1,0,0,,,,,
2017,July,14,8,High,23,25,female,2,female,female,0.28,0,1,0,0,,,,,
2017,July,14,8,High,27,27,female,0,female,female,0.35,0,1,0,0,,,,,
2017,July,14,8,High,26,27,female,1,female,female,0.35,0,1,0,0,,,,,
2017,July,14,8,High,29,31,female,2,female,female,0.52,0,1,0,0,,,,,
2017,July,14,8,High,31,31,female,0,female,female,0.52,0,1,0,0,,,,,
2017,July,14,8,High,26,26,female,0,female,female,0.31,0,1,0,0,,,,,
2017,July,14,8,High,22,23,male,1,male,male,0.22,1,0,0,0,,,,,
2017,July,14,9,Low,23,24,female,1,female,female,0.25,0,1,0,0,,,,,
2017,July,14,9,Low,34,34,female,0,female,female,0.68,0,1,0,0,,,,,
2017,July,14,9,Low,25,26,female,1,female,female,0.31,0,1,0,0,,,,,
2017,July,14,9,Low,27,28,female,1,female,female,0.39,0,1,0,0,,,,,
2017,July,14,9,Low,29,30,female,1,female,female,0.47,0,1,0,0,,,,,
2017,July,14,9,Low,32,33,female,1,female,female,0.62,0,1,0,0,,,,,
2017,July,14,10,High,23,23,female,0,female,female,0.22,0,1,0,0,,,,,
2017,July,14,10,High,27,27,female,0,female,female,0.35,0,1,0,0,,,,,
2017,July,14,10,High,26,26,female,0,female,female,0.31,0,1,0,0,,,,,
2017,July,14,10,High,28,28,female,0,female,female,0.39,0,1,0,0,,,,,
2017,July,14,10,High,23,24,male,1,male,male,0.25,1,0,0,0,,,,,
2017,July,14,11,Low,22,24,female,2,female,female,0.25,0,1,0,0,,,,,
2017,July,14,11,Low,33,33,female,0,female,female,0.62,0,1,0,0,,,,,
2017,July,14,11,Low,24,24,female,0,female,female,0.25,0,1,0,0,,,,,
2017,July,14,11,Low,28,30,female,2,female,female,0.47,0,1,0,0,,,,,
2017,July,14,11,Low,25,26,male,1,male,male,0.31,1,0,0,0,,,,,
2017,July,14,12,Medium,24,26,female,2,female,female,0.31,0,1,0,0,,,,,
2017,July,14,12,Medium,24,24,female,0,female,female,0.25,0,1,0,0,,,,,
2017,July,14,12,Medium,26,27,female,1,female,female,0.35,0,1,0,0,,,,,
2017,July,14,12,Medium,29,29,female,0,female,female,0.43,0,1,0,0,,,,,
2017,July,14,12,Medium,37,38,female,1,female,female,0.93,0,1,0,0,,,,,
2017,July,14,12,Medium,26,28,male,2,male,male,0.39,1,0,0,0,,,,,
2017,July,14,12,Medium,32,34,male,2,male,male,0.68,1,0,0,0,,,,,
2017,July,14,12,Medium,NA,13,immature,NA,immature,immature,0.04,0,0,0,1,,,,,
2017,July,14,12,Medium,NA,13,immature,NA,immature,immature,0.04,0,0,0,1,,,,,
2017,July,14,12,Medium,NA,14,immature,NA,immature,immature,0.05,0,0,0,1,,,,,
2017,July,14,13,Low,22,22,male,0,male,male,0.19,1,0,0,0,,,,,
2017,July,14,14,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
2017,July,14,15,Low,24,24,female,0,female,female,0.25,0,1,0,0,,,,,
2017,July,14,15,Low,26,23,female,-3,female,female,0.22,0,1,0,0,,,,,
2017,July,14,15,Low,29,29,female,0,female,female,0.43,0,1,0,0,,,,,
2017,July,14,15,Low,NA,14,immature,NA,immature,immature,0.05,0,0,0,1,,,,,
2017,July,14,15,Low,NA,13,immature,NA,immature,immature,0.04,0,0,0,1,,,,,
2017,July,14,15,Low,NA,13,immature,NA,immature,immature,0.04,0,0,0,1,,,,,
2017,July,14,16,Medium,28,28,female,0,female,female,0.39,0,1,0,0,,,,,
2017,July,14,16,Medium,29,28,female,-1,female,female,0.39,0,1,0,0,,,,,
2017,July,14,16,Medium,NA,12,immature,NA,immature,immature,0.03,0,0,0,1,,,,,
2017,July,14,16,Medium,NA,11,immature,NA,immature,immature,0.03,0,0,0,1,,,,,
2017,July,14,17,High,26,26,female,0,female,female,0.31,0,1,0,0,,,,,
2017,July,14,17,High,31,30,female,-1,female,female,0.47,0,1,0,0,,,,,
2017,July,14,17,High,26,26,female,0,female,female,0.31,0,1,0,0,,,,,
2017,July,14,17,High,22,22,male,0,male,male,0.19,1,0,0,0,,,,,
2017,July,14,17,High,26,26,male,0,male,male,0.31,1,0,0,0,,,,,
2017,July,14,17,High,34,34,male,0,male,male,0.68,1,0,0,0,,,,,
2017,July,14,18,Medium,29,29,female,0,female,female,0.43,0,1,0,0,,,,,
2017,July,14,18,Medium,22,24,male,2,male,male,0.25,1,0,0,0,,,,,
