"Trial","Reef","Treatment.combo","Treatment.t6","Read.number.every.5.min","contained.pred","sublethal.threat","lethal.threat"
6,2,"High","Uncaged",8,1,0,0
6,2,"High","Uncaged",9,1,0,0
6,2,"High","Uncaged",10,1,0,0
6,2,"High","Uncaged",11,1,0,0
6,2,"High","Uncaged",12,1,0,0
6,2,"High","Uncaged",13,1,0,0
6,2,"High","Uncaged",14,0,0,0
6,2,"High","Uncaged",15,1,0,0
6,7,"High","High",1,0,0,0
6,7,"High","High",2,1,0,0
6,7,"High","High",3,1,0,0
6,7,"High","High",4,1,0,0
6,7,"High","High",5,1,0,0
6,7,"High","High",6,1,0,0
6,7,"High","High",7,1,0,0
6,7,"High","High",8,1,0,0
6,7,"High","High",9,1,0,0
6,7,"High","High",10,1,0,0
6,7,"High","High",11,1,0,0
6,7,"High","High",12,0,0,0
6,7,"High","High",13,0,0,0
6,7,"High","High",14,0,0,0
6,7,"High","High",15,1,0,1
6,8,"High","Uncaged",1,0,0,0
6,8,"High","Uncaged",2,0,0,0
6,8,"High","Uncaged",3,0,0,0
6,8,"High","Uncaged",4,1,0,0
6,8,"High","Uncaged",5,1,0,0
6,8,"High","Uncaged",6,1,0,0
6,8,"High","Uncaged",7,1,1,0
6,8,"High","Uncaged",8,1,0,0
6,8,"High","Uncaged",9,0,0,0
6,8,"High","Uncaged",10,1,1,1
6,8,"High","Uncaged",11,1,0,0
6,8,"High","Uncaged",12,0,0,0
6,8,"High","Uncaged",13,1,0,1
6,8,"High","Uncaged",14,0,0,0
6,8,"High","Uncaged",15,1,0,1
6,10,"High","High",1,1,0,0
6,10,"High","High",2,0,0,0
6,10,"High","High",3,1,0,0
6,10,"High","High",4,0,0,0
6,10,"High","High",5,1,0,0
6,10,"High","High",6,0,0,0
6,10,"High","High",7,1,0,0
6,10,"High","High",8,0,0,0
6,10,"High","High",9,0,0,0
6,10,"High","High",10,0,0,0
6,10,"High","High",11,0,0,0
6,10,"High","High",12,1,0,0
6,10,"High","High",13,1,1,0
6,10,"High","High",14,1,0,0
6,12,"High","Uncaged",1,1,0,0
6,12,"High","Uncaged",2,0,0,0
6,12,"High","Uncaged",3,0,0,0
6,12,"High","Uncaged",4,1,0,0
6,12,"High","Uncaged",5,0,0,0
6,12,"High","Uncaged",6,1,0,0
6,12,"High","Uncaged",7,0,0,0
6,12,"High","Uncaged",8,1,0,0
6,12,"High","Uncaged",9,0,0,0
6,12,"High","Uncaged",10,1,0,0
6,12,"High","Uncaged",11,1,0,0
6,12,"High","Uncaged",12,1,0,1
6,17,"High","High",1,0,0,0
6,17,"High","High",2,0,0,0
6,17,"High","High",3,0,0,0
6,17,"High","High",4,0,0,0
6,17,"High","High",5,0,0,0
6,17,"High","High",6,1,0,1
6,17,"High","High",7,0,0,0
6,17,"High","High",8,0,0,0
6,17,"High","High",9,0,0,0
6,17,"High","High",10,0,0,0
6,19,"High","Uncaged",1,0,0,0
6,19,"High","Uncaged",2,1,1,0
6,19,"High","Uncaged",3,0,0,0
6,19,"High","Uncaged",4,1,0,0
6,19,"High","Uncaged",5,1,1,0
6,19,"High","Uncaged",6,1,0,1
6,19,"High","Uncaged",7,1,1,0
6,19,"High","Uncaged",8,1,0,0
6,19,"High","Uncaged",9,1,0,0
6,19,"High","Uncaged",10,1,0,0
6,19,"High","Uncaged",11,1,0,0
6,19,"High","Uncaged",12,0,0,0
6,20,"High","High",1,0,0,0
6,20,"High","High",2,1,0,1
6,20,"High","High",3,1,0,1
6,20,"High","High",4,1,0,0
6,20,"High","High",5,1,1,0
6,20,"High","High",6,0,0,0
6,20,"High","High",7,0,0,0
6,20,"High","High",8,0,0,0
6,20,"High","High",9,0,0,0
6,20,"High","High",10,0,0,0
