Interval,Reader,Trial,Reef,Treatment,Read.number.every.5.min,frame.number,IMG.num,Species,Count,Score,Count.zero,Score.zero,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,9,High,38,1140,11843,PACL,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,9,High,38,1140,11843,PANE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,9,High,40,1200,11903,FSEPU,2,5,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,9,High,40,1200,11903,MSEPU,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,9,High,40,1200,11903,CAPR,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,9,High,40,1200,11903,FHASE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,9,High,40,1200,11903,HYRU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,9,High,40,1200,11903,MHASE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,9,High,40,1200,11903,PACL,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,9,High,40,1200,11903,PANE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,2,60,19621,CAPR,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,2,60,19621,FHASE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,2,60,19621,FSEPU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,2,60,19621,HYRU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,2,60,19621,MHASE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,2,60,19621,MSEPU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,2,60,19621,PACL,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,2,60,19621,PANE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,4,120,19681,MHASE,1,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,4,120,19681,PACL,1,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,4,120,19681,FSEPU,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,4,120,19681,CAPR,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,4,120,19681,PANE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,4,120,19681,FHASE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,4,120,19681,HYRU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,4,120,19681,MSEPU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,6,180,19741,CAPR,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,6,180,19741,FHASE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,6,180,19741,FSEPU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,6,180,19741,HYRU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,6,180,19741,MHASE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,6,180,19741,PACL,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,6,180,19741,PANE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,6,180,19741,MSEPU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,8,240,19801,CAPR,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,8,240,19801,FHASE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,8,240,19801,FSEPU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,8,240,19801,HYRU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,8,240,19801,MHASE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,8,240,19801,MSEPU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,8,240,19801,PACL,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,8,240,19801,PANE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,10,300,19861,FSEPU,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,10,300,19861,MSEPU,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,10,300,19861,PACL,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,10,300,19861,MHASE,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,10,300,19861,CAPR,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,10,300,19861,FHASE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,10,300,19861,HYRU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,10,300,19861,PANE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,12,360,19921,MHASE,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,12,360,19921,PANE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,12,360,19921,CAPR,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,12,360,19921,FHASE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,12,360,19921,FSEPU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,12,360,19921,HYRU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,12,360,19921,MSEPU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,12,360,19921,PACL,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,14,420,19981,CAPR,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,14,420,19981,FHASE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,14,420,19981,FSEPU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,14,420,19981,HYRU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,14,420,19981,MHASE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,14,420,19981,MSEPU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,14,420,19981,PACL,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,14,420,19981,PANE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,16,480,20041,PACL,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,16,480,20041,PANE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,16,480,20041,CAPR,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,16,480,20041,FHASE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,16,480,20041,FSEPU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,16,480,20041,HYRU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,16,480,20041,MHASE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,16,480,20041,MSEPU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,18,540,20101,MHASE,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,18,540,20101,CAPR,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,18,540,20101,FHASE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,18,540,20101,FSEPU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,18,540,20101,HYRU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,18,540,20101,MSEPU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,18,540,20101,PACL,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,18,540,20101,PANE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,20,600,20161,CAPR,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,20,600,20161,FHASE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,20,600,20161,FSEPU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,20,600,20161,HYRU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,20,600,20161,MHASE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,20,600,20161,MSEPU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,20,600,20161,PACL,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,20,600,20161,PANE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,22,660,20221,PACL,1,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,22,660,20221,PANE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,22,660,20221,CAPR,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,22,660,20221,FHASE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,22,660,20221,FSEPU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,22,660,20221,HYRU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,22,660,20221,MHASE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,22,660,20221,MSEPU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,24,720,20281,MHASE,1,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,24,720,20281,MSEPU,1,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,24,720,20281,PANE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,24,720,20281,CAPR,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,24,720,20281,FHASE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,24,720,20281,FSEPU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,24,720,20281,HYRU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,24,720,20281,PACL,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,26,780,20341,FHASE,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,26,780,20341,PANE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,26,780,20341,CAPR,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,26,780,20341,FSEPU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,26,780,20341,HYRU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,26,780,20341,MHASE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,26,780,20341,MSEPU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,26,780,20341,PACL,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,28,840,20401,FSEPU,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,28,840,20401,PANE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,28,840,20401,CAPR,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,28,840,20401,FHASE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,28,840,20401,HYRU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,28,840,20401,MHASE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,28,840,20401,MSEPU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,28,840,20401,PACL,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,30,900,20471,FSEPU,1,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,30,900,20471,PACL,1,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,30,900,20471,PANE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,30,900,20471,CAPR,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,30,900,20471,FHASE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,30,900,20471,HYRU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,30,900,20471,MHASE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,30,900,20471,MSEPU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,32,960,20531,CAPR,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,32,960,20531,FHASE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,32,960,20531,FSEPU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,32,960,20531,HYRU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,32,960,20531,MHASE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,32,960,20531,MSEPU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,32,960,20531,PACL,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,32,960,20531,PANE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,34,1020,20591,CAPR,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,34,1020,20591,FHASE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,34,1020,20591,FSEPU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,34,1020,20591,HYRU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,34,1020,20591,MHASE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,34,1020,20591,MSEPU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,34,1020,20591,PACL,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,34,1020,20591,PANE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,36,1080,20651,CAPR,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,36,1080,20651,FHASE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,36,1080,20651,FSEPU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,36,1080,20651,HYRU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,36,1080,20651,MHASE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,36,1080,20651,MSEPU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,36,1080,20651,PACL,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,11,Low,36,1080,20651,PANE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,13,Low,2,60,19052,CAPR,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,13,Low,2,60,19052,FHASE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,13,Low,2,60,19052,FSEPU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,13,Low,2,60,19052,HYRU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,13,Low,2,60,19052,MHASE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,13,Low,2,60,19052,MSEPU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,13,Low,2,60,19052,PACL,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,13,Low,2,60,19052,PANE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,13,Low,4,120,19112,CAPR,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,13,Low,4,120,19112,FHASE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,13,Low,4,120,19112,FSEPU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,13,Low,4,120,19112,HYRU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,13,Low,4,120,19112,MHASE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,13,Low,4,120,19112,MSEPU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,13,Low,4,120,19112,PACL,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,13,Low,4,120,19112,PANE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,13,Low,6,180,19172,CAPR,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,13,Low,6,180,19172,FHASE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,13,Low,6,180,19172,FSEPU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,13,Low,6,180,19172,HYRU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,13,Low,6,180,19172,MHASE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,13,Low,6,180,19172,MSEPU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,13,Low,6,180,19172,PACL,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,13,Low,6,180,19172,PANE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,13,Low,8,240,19232,FSEPU,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,13,Low,8,240,19232,PANE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,13,Low,8,240,19232,CAPR,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,13,Low,8,240,19232,FHASE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,13,Low,8,240,19232,HYRU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,13,Low,8,240,19232,MHASE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,13,Low,8,240,19232,MSEPU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,13,Low,8,240,19232,PACL,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,13,Low,10,300,19292,CAPR,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,13,Low,10,300,19292,FHASE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,13,Low,10,300,19292,FSEPU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,13,Low,10,300,19292,HYRU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,13,Low,10,300,19292,MHASE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,13,Low,10,300,19292,MSEPU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,13,Low,10,300,19292,PACL,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,13,Low,10,300,19292,PANE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,13,Low,12,360,19352,CAPR,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,13,Low,12,360,19352,FHASE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,13,Low,12,360,19352,FSEPU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,13,Low,12,360,19352,HYRU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,13,Low,12,360,19352,MHASE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,13,Low,12,360,19352,MSEPU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,13,Low,12,360,19352,PACL,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,13,Low,12,360,19352,PANE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,13,Low,14,420,19412,CAPR,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,13,Low,14,420,19412,FHASE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,13,Low,14,420,19412,FSEPU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,13,Low,14,420,19412,HYRU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,13,Low,14,420,19412,MHASE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,13,Low,14,420,19412,MSEPU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,13,Low,14,420,19412,PACL,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,13,Low,14,420,19412,PANE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,13,Low,16,480,19472,MHASE,1,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,13,Low,16,480,19472,PANE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,13,Low,16,480,19472,CAPR,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,13,Low,16,480,19472,FHASE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,13,Low,16,480,19472,FSEPU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,13,Low,16,480,19472,HYRU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,13,Low,16,480,19472,MSEPU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,13,Low,16,480,19472,PACL,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,13,Low,18,540,19532,CAPR,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
