Reader,Trial,Reef,Treatment,Read.number.every.5.min,frame.number,IMG.num,Species,count.prop,prop.sublethal,prop.lethal
GJ,6,17,High,1,60,11636,PACL,0,0,0
GJ,6,17,High,2,120,11696,FHASE,0,0,0
GJ,6,17,High,2,120,11696,FSEPU,0,0,0
GJ,6,17,High,2,120,11696,MHASE,0,0,0
GJ,6,17,High,2,120,11696,PACL,0,0,0
GJ,6,17,High,3,180,11756,FHASE,0,0,0
GJ,6,17,High,3,180,11756,FSEPU,0,0,0
GJ,6,17,High,3,180,11756,MHASE,0,0,0
GJ,6,17,High,3,180,11756,PACL,0,0,0
GJ,6,17,High,4,240,11816,FHASE,0,0,0
GJ,6,17,High,4,240,11816,FSEPU,0,0,0
GJ,6,17,High,4,240,11816,MHASE,0,0,0
GJ,6,17,High,4,240,11816,PACL,0,0,0
GJ,6,17,High,5,300,11876,FHASE,0,0,0
GJ,6,17,High,5,300,11876,FSEPU,0,0,0
GJ,6,17,High,5,300,11876,MHASE,0,0,0
GJ,6,17,High,5,300,11876,PACL,0,0,0
GJ,6,17,High,6,360,11936,PACL,1,0,1
GJ,6,17,High,6,360,11936,FHASE,0,0,0
GJ,6,17,High,6,360,11936,FSEPU,0,0,0
GJ,6,17,High,6,360,11936,MHASE,0,0,0
GJ,6,17,High,7,420,11996,FHASE,0,0,0
GJ,6,17,High,7,420,11996,FSEPU,0,0,0
GJ,6,17,High,7,420,11996,MHASE,0,0,0
GJ,6,17,High,7,420,11996,PACL,0,0,0
GJ,6,17,High,8,480,12056,FHASE,0,0,0
GJ,6,17,High,8,480,12056,FSEPU,0,0,0
GJ,6,17,High,8,480,12056,MHASE,0,0,0
GJ,6,17,High,8,480,12056,PACL,0,0,0
GJ,6,17,High,9,540,12116,FHASE,0,0,0
GJ,6,17,High,9,540,12116,FSEPU,0,0,0
GJ,6,17,High,9,540,12116,MHASE,0,0,0
GJ,6,17,High,9,540,12116,PACL,0,0,0
GJ,6,17,High,10,600,12176,FHASE,0,0,0
GJ,6,17,High,10,600,12176,FSEPU,0,0,0
GJ,6,17,High,10,600,12176,MHASE,0,0,0
GJ,6,17,High,10,600,12176,PACL,0,0,0
GJ,6,20,High,1,60,17108,FHASE,0,0,0
GJ,6,20,High,1,60,17108,FSEPU,0,0,0
GJ,6,20,High,1,60,17108,MHASE,0,0,0
GJ,6,20,High,1,60,17108,PACL,0,0,0
GJ,6,20,High,2,120,17168,MHASE,1,0,1
GJ,6,20,High,2,120,17168,PACL,1,0,1
GJ,6,20,High,2,120,17168,FHASE,0,0,0
GJ,6,20,High,2,120,17168,FSEPU,0,0,0
GJ,6,20,High,3,180,17228,PACL,1,0,1
GJ,6,20,High,3,180,17228,FHASE,0,0,0
GJ,6,20,High,3,180,17228,FSEPU,0,0,0
GJ,6,20,High,3,180,17228,MHASE,0,0,0
GJ,6,20,High,4,240,17288,FHASE,1,0,0
GJ,6,20,High,4,240,17288,FSEPU,0,0,0
GJ,6,20,High,4,240,17288,MHASE,0,0,0
GJ,6,20,High,4,240,17288,PACL,0,0,0
GJ,6,20,High,5,300,17348,PACL,1,1,0
GJ,6,20,High,5,300,17348,FHASE,0,0,0
GJ,6,20,High,5,300,17348,FSEPU,0,0,0
GJ,6,20,High,5,300,17348,MHASE,0,0,0
GJ,6,20,High,6,360,17408,FHASE,0,0,0
GJ,6,20,High,6,360,17408,FSEPU,0,0,0
GJ,6,20,High,6,360,17408,MHASE,0,0,0
GJ,6,20,High,6,360,17408,PACL,0,0,0
GJ,6,20,High,7,420,17468,FHASE,0,0,0
GJ,6,20,High,7,420,17468,FSEPU,0,0,0
GJ,6,20,High,7,420,17468,MHASE,0,0,0
GJ,6,20,High,7,420,17468,PACL,0,0,0
GJ,6,20,High,8,480,17528,FHASE,0,0,0
GJ,6,20,High,8,480,17528,FSEPU,0,0,0
GJ,6,20,High,8,480,17528,MHASE,0,0,0
GJ,6,20,High,8,480,17528,PACL,0,0,0
GJ,6,20,High,9,540,17588,FHASE,0,0,0
GJ,6,20,High,9,540,17588,FSEPU,0,0,0
GJ,6,20,High,9,540,17588,MHASE,0,0,0
GJ,6,20,High,9,540,17588,PACL,0,0,0
GJ,6,20,High,10,600,17648,FHASE,0,0,0
GJ,6,20,High,10,600,17648,FSEPU,0,0,0
GJ,6,20,High,10,600,17648,MHASE,0,0,0
GJ,6,20,High,10,600,17648,PACL,0,0,0
MB,5,15,High,26,1200,19513,FHASE,0,0,0
MB,5,15,High,26,1200,19513,FSEPU,0,0,0
MB,5,15,High,26,1200,19513,MHASE,0,0,0
MB,5,15,High,26,1200,19513,PACL,0,0,0
TG,4,18,High,2,60,16367,FHASE,0,0,0
TG,4,18,High,2,60,16367,FSEPU,0,0,0
TG,4,18,High,2,60,16367,MHASE,0,0,0
TG,4,18,High,2,60,16367,PACL,0,0,0
TG,4,18,High,4,120,16427,FHASE,0,0,0
TG,4,18,High,4,120,16427,FSEPU,0,0,0
TG,4,18,High,4,120,16427,MHASE,0,0,0
TG,4,18,High,4,120,16427,PACL,0,0,0
TG,4,18,High,6,180,16487,FHASE,0,0,0
TG,4,18,High,6,180,16487,FSEPU,0,0,0
TG,4,18,High,6,180,16487,MHASE,0,0,0
TG,4,18,High,6,180,16487,PACL,0,0,0
TG,4,18,High,8,240,16547,PACL,1,0,0
TG,4,18,High,8,240,16547,FHASE,1,0,0
TG,4,18,High,8,240,16547,FSEPU,0,0,0
TG,4,18,High,8,240,16547,MHASE,0,0,0
TG,4,18,High,10,300,16607,FHASE,1,0,0
TG,4,18,High,10,300,16607,PACL,1,0,0
TG,4,18,High,10,300,16607,FSEPU,0,0,0
TG,4,18,High,10,300,16607,MHASE,0,0,0
TG,4,18,High,12,360,16667,FSEPU,1,0,0
TG,4,18,High,12,360,16667,PACL,1,0,0
TG,4,18,High,12,360,16667,FHASE,0,0,0
TG,4,18,High,12,360,16667,MHASE,0,0,0
TG,4,18,High,14,420,16727,FHASE,0,0,0
TG,4,18,High,14,420,16727,FSEPU,0,0,0
TG,4,18,High,14,420,16727,MHASE,0,0,0
TG,4,18,High,14,420,16727,PACL,0,0,0
TG,4,18,High,16,480,16787,PACL,1,0,0
TG,4,18,High,16,480,16787,FHASE,0,0,0
TG,4,18,High,16,480,16787,FSEPU,0,0,0
TG,4,18,High,16,480,16787,MHASE,0,0,0
TG,4,18,High,18,540,16847,PACL,1,0,0
TG,4,18,High,18,540,16847,FHASE,0,0,0
TG,4,18,High,18,540,16847,FSEPU,0,0,0
TG,4,18,High,18,540,16847,MHASE,0,0,0
TG,4,18,High,20,600,16907,FHASE,1,1,0
TG,4,18,High,20,600,16907,FSEPU,0,0,0
TG,4,18,High,20,600,16907,MHASE,0,0,0
TG,4,18,High,20,600,16907,PACL,0,0,0
TG,4,18,High,22,690,16997,PACL,1,1,0
TG,4,18,High,22,690,16997,FHASE,0,0,0
TG,4,18,High,22,690,16997,FSEPU,0,0,0
TG,4,18,High,22,690,16997,MHASE,0,0,0
TG,4,18,High,23,750,17057,MHASE,1,0,0
TG,4,18,High,23,750,17057,PACL,1,0,0
TG,4,18,High,23,750,17057,FHASE,0,0,0
TG,4,18,High,23,750,17057,FSEPU,0,0,0
TG,4,18,High,24,810,17117,FHASE,1,0,0
TG,4,18,High,24,810,17117,FSEPU,0,0,0
TG,4,18,High,24,810,17117,MHASE,0,0,0
TG,4,18,High,24,810,17117,PACL,0,0,0
TG,4,18,High,25,870,17177,MHASE,1,1,0
TG,4,18,High,25,870,17177,FSEPU,1,0,1
TG,4,18,High,25,870,17177,PACL,1,0,0
TG,4,18,High,25,870,17177,FHASE,0,0,0
TG,4,18,High,26,930,17237,PACL,1,0,0
TG,4,18,High,26,930,17237,FHASE,0,0,0
TG,4,18,High,26,930,17237,FSEPU,0,0,0
TG,4,18,High,26,930,17237,MHASE,0,0,0
TG,4,18,High,27,990,17297,FHASE,0,0,0
TG,4,18,High,27,990,17297,FSEPU,0,0,0
TG,4,18,High,27,990,17297,MHASE,0,0,0
TG,4,18,High,27,990,17297,PACL,0,0,0
TG,4,18,High,28,1050,17357,FSEPU,1,1,0
TG,4,18,High,28,1050,17357,MHASE,1,0,0
TG,4,18,High,28,1050,17357,FHASE,0,0,0
TG,4,18,High,28,1050,17357,PACL,0,0,0
GJ,5,18,High,1,60,18285,FSEPU,0,0,0
GJ,5,18,High,1,60,18285,PACL,0,0,0
GJ,5,18,High,1,60,18285,FHASE,0,0,0
GJ,5,18,High,1,60,18285,MHASE,0,0,0
GJ,5,18,High,2,120,18345,FHASE,0,0,0
GJ,5,18,High,2,120,18345,FSEPU,0,0,0
GJ,5,18,High,2,120,18345,MHASE,0,0,0
GJ,5,18,High,2,120,18345,PACL,0,0,0
GJ,5,18,High,2,240,18405,FHASE,0,0,0
GJ,5,18,High,2,240,18405,FSEPU,0,0,0
GJ,5,18,High,2,240,18405,MHASE,0,0,0
GJ,5,18,High,2,240,18405,PACL,0,0,0
GJ,5,18,High,4,270,18465,FHASE,0,0,0
GJ,5,18,High,4,270,18465,FSEPU,0,0,0
GJ,5,18,High,4,270,18465,MHASE,0,0,0
GJ,5,18,High,4,270,18465,PACL,0,0,0
GJ,5,18,High,5,330,18515,FHASE,0,0,0
GJ,5,18,High,5,330,18515,FSEPU,0,0,0
GJ,5,18,High,5,330,18515,MHASE,0,0,0
GJ,5,18,High,5,330,18515,PACL,0,0,0
GJ,5,18,High,6,390,18575,FHASE,0,0,0
GJ,5,18,High,6,390,18575,FSEPU,0,0,0
GJ,5,18,High,6,390,18575,MHASE,0,0,0
GJ,5,18,High,6,390,18575,PACL,0,0,0
GJ,5,18,High,7,450,18635,FHASE,0,0,0
GJ,5,18,High,7,450,18635,FSEPU,0,0,0
GJ,5,18,High,7,450,18635,MHASE,0,0,0
GJ,5,18,High,7,450,18635,PACL,0,0,0
GJ,5,18,High,8,510,18695,FHASE,0,0,0
GJ,5,18,High,8,510,18695,FSEPU,0,0,0
GJ,5,18,High,8,510,18695,MHASE,0,0,0
GJ,5,18,High,8,510,18695,PACL,0,0,0
GJ,5,18,High,9,570,18755,FHASE,1,0,0
GJ,5,18,High,9,570,18755,FSEPU,0,0,0
GJ,5,18,High,9,570,18755,MHASE,0,0,0
GJ,5,18,High,9,570,18755,PACL,0,0,0
GJ,5,6,High,1,60,19482,FHASE,0,0,0
GJ,5,6,High,1,60,19482,FSEPU,1,1,0
GJ,5,6,High,1,60,19482,MHASE,0,0,0
GJ,5,6,High,1,60,19482,PACL,0,0,0
GJ,5,6,High,2,120,19542,FHASE,0,0,0
GJ,5,6,High,2,120,19542,FSEPU,1,0,0
GJ,5,6,High,2,120,19542,MHASE,0,0,0
GJ,5,6,High,2,120,19542,PACL,0,0,0
GJ,5,6,High,3,180,19602,FHASE,0,0,0
GJ,5,6,High,3,180,19602,FSEPU,1,0,0
GJ,5,6,High,3,180,19602,MHASE,0,0,0
GJ,5,6,High,3,180,19602,PACL,0,0,0
GJ,5,6,High,4,240,19662,FHASE,1,0,0
GJ,5,6,High,4,240,19662,FSEPU,1,0,1
GJ,5,6,High,4,240,19662,MHASE,0,0,0
GJ,5,6,High,4,240,19662,PACL,0,0,0
GJ,5,6,High,5,300,19722,FHASE,0,0,0
GJ,5,6,High,5,300,19722,FSEPU,1,0,0
GJ,5,6,High,5,300,19722,MHASE,1,0,0
GJ,5,6,High,5,300,19722,PACL,0,0,0
GJ,5,6,High,6,360,19782,FHASE,1,0,0
GJ,5,6,High,6,360,19782,FSEPU,0,0,0
GJ,5,6,High,6,360,19782,MHASE,0,0,0
GJ,5,6,High,6,360,19782,PACL,0,0,0
GJ,5,6,High,7,420,19842,FHASE,0,0,0
GJ,5,6,High,7,420,19842,FSEPU,1,1,0
GJ,5,6,High,7,420,19842,MHASE,0,0,0
GJ,5,6,High,7,420,19842,PACL,0,0,0
GJ,5,6,High,8,480,19902,FHASE,0,0,0
GJ,5,6,High,8,480,19902,FSEPU,1,0,0
GJ,5,6,High,8,480,19902,MHASE,0,0,0
GJ,5,6,High,8,480,19902,PACL,0,0,0
GJ,5,6,High,9,540,19962,FHASE,0,0,0
GJ,5,6,High,9,540,19962,FSEPU,1,0,0
GJ,5,6,High,9,540,19962,MHASE,0,0,0
GJ,5,6,High,9,540,19962,PACL,0,0,0
GJ,5,6,High,10,600,20022,FHASE,1,0,0
GJ,5,6,High,10,600,20022,FSEPU,1,0,0
GJ,5,6,High,10,600,20022,MHASE,0,0,0
GJ,5,6,High,10,600,20022,PACL,0,0,0
GJ,5,12,High,1,60,18869,FHASE,0,0,0
GJ,5,12,High,1,60,18869,FSEPU,0,0,0
GJ,5,12,High,1,60,18869,MHASE,0,0,0
GJ,5,12,High,1,60,18869,PACL,1,1,0
GJ,5,12,High,2,120,18929,FHASE,0,0,0
GJ,5,12,High,2,120,18929,FSEPU,0,0,0
GJ,5,12,High,2,120,18929,MHASE,0,0,0
GJ,5,12,High,2,120,18929,PACL,0,0,0
GJ,5,12,High,3,180,18989,FHASE,0,0,0
GJ,5,12,High,3,180,18989,FSEPU,0,0,0
GJ,5,12,High,3,180,18989,MHASE,1,0,0
GJ,5,12,High,3,180,18989,PACL,0,0,0
GJ,5,12,High,4,240,19049,FHASE,0,0,0
GJ,5,12,High,4,240,19049,FSEPU,0,0,0
GJ,5,12,High,4,240,19049,MHASE,0,0,0
GJ,5,12,High,4,240,19049,PACL,0,0,0
GJ,5,12,High,5,300,19109,FHASE,1,0,0
GJ,5,12,High,5,300,19109,FSEPU,0,0,0
GJ,5,12,High,5,300,19109,MHASE,0,0,0
GJ,5,12,High,5,300,19109,PACL,0,0,0
GJ,5,12,High,6,360,19169,FHASE,1,0,0
GJ,5,12,High,6,360,19169,FSEPU,0,0,0
GJ,5,12,High,6,360,19169,MHASE,0,0,0
GJ,5,12,High,6,360,19169,PACL,1,0,0
GJ,5,12,High,7,420,19229,FHASE,0,0,0
GJ,5,12,High,7,420,19229,FSEPU,0,0,0
GJ,5,12,High,7,420,19229,MHASE,0,0,0
GJ,5,12,High,7,420,19229,PACL,0,0,0
GJ,5,12,High,8,480,19289,FHASE,0,0,0
GJ,5,12,High,8,480,19289,FSEPU,0,0,0
GJ,5,12,High,8,480,19289,MHASE,0,0,0
GJ,5,12,High,8,480,19289,PACL,0,0,0
GJ,5,12,High,9,540,19349,FHASE,1,0,0
GJ,5,12,High,9,540,19349,FSEPU,0,0,0
GJ,5,12,High,9,540,19349,MHASE,0,0,0
GJ,5,12,High,9,540,19349,PACL,0,0,0
GJ,5,12,High,10,600,19409,FHASE,0,0,0
GJ,5,12,High,10,600,19409,FSEPU,0,0,0
GJ,5,12,High,10,600,19409,MHASE,0,0,0
GJ,5,12,High,10,600,19409,PACL,1,0,0
GJ,1,4,High,1,60,10628,FHASE,0,0,0
GJ,1,4,High,1,60,10628,FSEPU,0,0,0
GJ,1,4,High,1,60,10628,MHASE,0,0,0
GJ,1,4,High,1,60,10628,PACL,0,0,0
GJ,1,4,High,2,120,10688,FHASE,0,0,0
GJ,1,4,High,2,120,10688,FSEPU,0,0,0
GJ,1,4,High,2,120,10688,MHASE,0,0,0
GJ,1,4,High,2,120,10688,PACL,0,0,0
GJ,1,6,High,1,60,12383,FHASE,0,0,0
GJ,1,6,High,1,60,12383,FSEPU,0,0,0
GJ,1,6,High,1,60,12383,MHASE,0,0,0
GJ,1,6,High,1,60,12383,PACL,0,0,0
GJ,1,6,High,2,120,12443,FHASE,0,0,0
GJ,1,6,High,2,120,12443,FSEPU,0,0,0
GJ,1,6,High,2,120,12443,MHASE,0,0,0
GJ,1,6,High,2,120,12443,PACL,0,0,0
GJ,1,9,High,1,60,22189,FHASE,0,0,0
GJ,1,9,High,1,60,22189,FSEPU,0,0,0
GJ,1,9,High,1,60,22189,MHASE,0,0,0
GJ,1,9,High,1,60,22189,PACL,0,0,0
GJ,1,9,High,2,120,22249,FHASE,1,0,0
GJ,1,9,High,2,120,22249,FSEPU,1,0,1
GJ,1,9,High,2,120,22249,MHASE,0,0,0
GJ,1,9,High,2,120,22249,PACL,0,0,0
GJ,1,9,High,3,180,22309,FHASE,1,1,0
GJ,1,9,High,3,180,22309,FSEPU,0,0,0
GJ,1,9,High,3,180,22309,MHASE,0,0,0
GJ,1,9,High,3,180,22309,PACL,0,0,0
GJ,1,12,High,1,60,10441,FHASE,1,0,1
GJ,1,12,High,1,60,10441,FSEPU,0,0,0
GJ,1,12,High,1,60,10441,MHASE,1,1,0
GJ,1,12,High,1,60,10441,PACL,0,0,0
GJ,1,12,High,2,120,10501,FHASE,1,0,0
GJ,1,12,High,2,120,10501,FSEPU,0,0,0
GJ,1,12,High,2,120,10501,MHASE,1,0,0
GJ,1,12,High,2,120,10501,PACL,0,0,0
GJ,1,12,High,3,180,10561,FHASE,1,0,1
GJ,1,12,High,3,180,10561,FSEPU,0,0,0
GJ,1,12,High,3,180,10561,MHASE,1,1,0
GJ,1,12,High,3,180,10561,PACL,1,0,0
GJ,1,15,High,1,60,42854,FHASE,0,0,0
GJ,1,15,High,1,60,42854,FSEPU,0,0,0
GJ,1,15,High,1,60,42854,MHASE,0,0,0
GJ,1,15,High,1,60,42854,PACL,1,1,0
GJ,1,15,High,2,120,42904,FHASE,0,0,0
GJ,1,15,High,2,120,42904,FSEPU,0,0,0
GJ,1,15,High,2,120,42904,MHASE,0,0,0
GJ,1,15,High,2,120,42904,PACL,0,0,0
GJ,1,15,High,3,180,42964,FHASE,0,0,0
GJ,1,15,High,3,180,42964,FSEPU,0,0,0
GJ,1,15,High,3,180,42964,MHASE,0,0,0
GJ,1,15,High,3,180,42964,PACL,0,0,0
GJ,1,18,High,1,60,32680,FHASE,0,0,0
GJ,1,18,High,1,60,32680,FSEPU,0,0,0
GJ,1,18,High,1,60,32680,MHASE,0,0,0
GJ,1,18,High,1,60,32680,PACL,0,0,0
GJ,1,18,High,2,120,32740,FHASE,0,0,0
GJ,1,18,High,2,120,32740,FSEPU,1,0,1
GJ,1,18,High,2,120,32740,MHASE,0,0,0
GJ,1,18,High,2,120,32740,PACL,0,0,0
GJ,2,15,High,1,60,44107,FHASE,0,0,0
GJ,2,15,High,1,60,44107,FSEPU,0,0,0
GJ,2,15,High,1,60,44107,MHASE,0,0,0
GJ,2,15,High,1,60,44107,PACL,0,0,0
GJ,2,15,High,2,120,44167,FHASE,0,0,0
GJ,2,15,High,2,120,44167,FSEPU,0,0,0
GJ,2,15,High,2,120,44167,MHASE,0,0,0
GJ,2,15,High,2,120,44167,PACL,0,0,0
GJ,2,15,High,3,180,44237,FHASE,0,0,0
GJ,2,15,High,3,180,44237,FSEPU,0,0,0
GJ,2,15,High,3,180,44237,MHASE,0,0,0
GJ,2,15,High,3,180,44237,PACL,0,0,0
GJ,2,15,High,4,240,44297,FHASE,0,0,0
GJ,2,15,High,4,240,44297,FSEPU,0,0,0
GJ,2,15,High,4,240,44297,MHASE,0,0,0
GJ,2,15,High,4,240,44297,PACL,0,0,0
GJ,2,15,High,5,300,44357,FHASE,0,0,0
GJ,2,15,High,5,300,44357,FSEPU,0,0,0
GJ,2,15,High,5,300,44357,MHASE,0,0,0
GJ,2,15,High,5,300,44357,PACL,0,0,0
GJ,2,15,High,6,360,44417,FHASE,0,0,0
GJ,2,15,High,6,360,44417,FSEPU,0,0,0
GJ,2,15,High,6,360,44417,MHASE,0,0,0
GJ,2,15,High,6,360,44417,PACL,0,0,0
GJ,2,15,High,7,420,44477,FHASE,0,0,0
GJ,2,15,High,7,420,44477,FSEPU,0,0,0
GJ,2,15,High,7,420,44477,MHASE,0,0,0
GJ,2,15,High,7,420,44477,PACL,0,0,0
GJ,2,15,High,8,480,44537,FHASE,0,0,0
GJ,2,15,High,8,480,44537,FSEPU,0,0,0
GJ,2,15,High,8,480,44537,MHASE,0,0,0
GJ,2,15,High,8,480,44537,PACL,0,0,0
GJ,2,15,High,9,540,44597,FHASE,0,0,0
GJ,2,15,High,9,540,44597,FSEPU,0,0,0
GJ,2,15,High,9,540,44597,MHASE,0,0,0
GJ,2,15,High,9,540,44597,PACL,0,0,0
GJ,2,17,High,1,60,34255,FHASE,0,0,0
GJ,2,17,High,1,60,34255,FSEPU,0,0,0
GJ,2,17,High,1,60,34255,MHASE,0,0,0
GJ,2,17,High,1,60,34255,PACL,0,0,0
GJ,2,17,High,2,120,34315,FHASE,0,0,0
GJ,2,17,High,2,120,34315,FSEPU,0,0,0
GJ,2,17,High,2,120,34315,MHASE,0,0,0
GJ,2,17,High,2,120,34315,PACL,1,0,1
GJ,2,17,High,3,180,34375,FHASE,0,0,0
GJ,2,17,High,3,180,34375,FSEPU,0,0,0
GJ,2,17,High,3,180,34375,MHASE,0,0,0
GJ,2,17,High,3,180,34375,PACL,0,0,0
GJ,2,17,High,4,240,34435,FHASE,0,0,0
GJ,2,17,High,4,240,34435,FSEPU,0,0,0
GJ,2,17,High,4,240,34435,MHASE,0,0,0
GJ,2,17,High,4,240,34435,PACL,0,0,0
GJ,2,17,High,5,300,34495,FHASE,1,0,0
GJ,2,17,High,5,300,34495,FSEPU,0,0,0
GJ,2,17,High,5,300,34495,MHASE,1,0,0
GJ,2,17,High,5,300,34495,PACL,0,0,0
GJ,3,10,High,1,60,35639,FHASE,0,0,0
GJ,3,10,High,1,60,35639,FSEPU,0,0,0
GJ,3,10,High,1,60,35639,MHASE,1,0,0
GJ,3,10,High,1,60,35639,PACL,0,0,0
GJ,3,10,High,2,120,35699,FHASE,1,0,0
GJ,3,10,High,2,120,35699,FSEPU,0,0,0
GJ,3,10,High,2,120,35699,MHASE,1,0,0
GJ,3,10,High,2,120,35699,PACL,0,0,0
GJ,3,10,High,3,180,35759,FHASE,1,0,0
GJ,3,10,High,3,180,35759,FSEPU,0,0,0
GJ,3,10,High,3,180,35759,MHASE,0,0,0
GJ,3,10,High,3,180,35759,PACL,0,0,0
GJ,3,10,High,4,240,35819,FHASE,0,0,0
GJ,3,10,High,4,240,35819,FSEPU,0,0,0
GJ,3,10,High,4,240,35819,MHASE,1,0,0
GJ,3,10,High,4,240,35819,PACL,0,0,0
GJ,3,10,High,5,300,35879,FHASE,0,0,0
GJ,3,10,High,5,300,35879,FSEPU,1,0,1
GJ,3,10,High,5,300,35879,MHASE,0,0,0
GJ,3,10,High,5,300,35879,PACL,0,0,0
GJ,3,14,High,1,60,25359,FHASE,0,0,0
GJ,3,14,High,1,60,25359,FSEPU,1,1,0
GJ,3,14,High,1,60,25359,MHASE,0,0,0
GJ,3,14,High,1,60,25359,PACL,0,0,0
GJ,3,14,High,2,120,25419,FHASE,0,0,0
GJ,3,14,High,2,120,25419,FSEPU,0,0,0
GJ,3,14,High,2,120,25419,MHASE,0,0,0
GJ,3,14,High,2,120,25419,PACL,0,0,0
GJ,3,14,High,3,180,25479,FHASE,0,0,0
GJ,3,14,High,3,180,25479,FSEPU,0,0,0
GJ,3,14,High,3,180,25479,MHASE,0,0,0
GJ,3,14,High,3,180,25479,PACL,0,0,0
GJ,3,14,High,4,240,25539,FHASE,0,0,0
GJ,3,14,High,4,240,25539,FSEPU,0,0,0
GJ,3,14,High,4,240,25539,MHASE,0,0,0
GJ,3,14,High,4,240,25539,PACL,0,0,0
GJ,3,17,High,1,60,14693,FHASE,0,0,0
GJ,3,17,High,1,60,14693,FSEPU,0,0,0
GJ,3,17,High,1,60,14693,MHASE,0,0,0
GJ,3,17,High,1,60,14693,PACL,1,0,1
GJ,3,17,High,2,120,14753,FHASE,0,0,0
GJ,3,17,High,2,120,14753,FSEPU,0,0,0
GJ,3,17,High,2,120,14753,MHASE,0,0,0
GJ,3,17,High,2,120,14753,PACL,0,0,0
GJ,3,17,High,3,180,14803,FHASE,0,0,0
GJ,3,17,High,3,180,14803,FSEPU,1,0,0
GJ,3,17,High,3,180,14803,MHASE,0,0,0
GJ,3,17,High,3,180,14803,PACL,1,0,0
GJ,3,17,High,4,240,14863,FHASE,0,0,0
GJ,3,17,High,4,240,14863,FSEPU,0,0,0
GJ,3,17,High,4,240,14863,MHASE,0,0,0
GJ,3,17,High,4,240,14863,PACL,0,0,0
GJ,3,17,High,5,300,14923,FHASE,0,0,0
GJ,3,17,High,5,300,14923,FSEPU,0,0,0
GJ,3,17,High,5,300,14923,MHASE,0,0,0
GJ,3,17,High,5,300,14923,PACL,0,0,0
GJ,3,17,High,6,360,14983,FHASE,0,0,0
GJ,3,17,High,6,360,14983,FSEPU,0,0,0
GJ,3,17,High,6,360,14983,MHASE,0,0,0
GJ,3,17,High,6,360,14983,PACL,1,0,1
GJ,3,17,High,7,420,15043,FHASE,0,0,0
GJ,3,17,High,7,420,15043,FSEPU,1,1,0
GJ,3,17,High,7,420,15043,MHASE,0,0,0
GJ,3,17,High,7,420,15043,PACL,1,1,0
GJ,3,17,High,8,480,15103,FHASE,0,0,0
GJ,3,17,High,8,480,15103,FSEPU,0,0,0
GJ,3,17,High,8,480,15103,MHASE,0,0,0
GJ,3,17,High,8,480,15103,PACL,0,0,0
GJ,3,17,High,9,540,15163,FHASE,0,0,0
GJ,3,17,High,9,540,15163,FSEPU,0,0,0
GJ,3,17,High,9,540,15163,MHASE,0,0,0
GJ,3,17,High,9,540,15163,PACL,1,0,1
GJ,3,17,High,10,600,15223,FHASE,0,0,0
GJ,3,17,High,10,600,15223,FSEPU,0,0,0
GJ,3,17,High,10,600,15223,MHASE,1,1,0
GJ,3,17,High,10,600,15223,PACL,1,0,0
GJ,3,17,High,11,660,15283,FHASE,0,0,0
GJ,3,17,High,11,660,15283,FSEPU,1,0,0
GJ,3,17,High,11,660,15283,MHASE,0,0,0
GJ,3,17,High,11,660,15283,PACL,0,0,0
MB,2,9,High,1,60,23017,FHASE,0,0,0
MB,2,9,High,1,60,23017,FSEPU,0,0,0
MB,2,9,High,1,60,23017,MHASE,0,0,0
MB,2,9,High,1,60,23017,PACL,0,0,0
MB,2,9,High,2,120,23077,FHASE,0,0,0
MB,2,9,High,2,120,23077,FSEPU,0,0,0
MB,2,9,High,2,120,23077,MHASE,0,0,0
MB,2,9,High,2,120,23077,PACL,0,0,0
MB,2,9,High,3,180,23137,FHASE,0,0,0
MB,2,9,High,3,180,23137,FSEPU,0,0,0
MB,2,9,High,3,180,23137,MHASE,0,0,0
MB,2,9,High,3,180,23137,PACL,0,0,0
MB,2,9,High,4,240,23197,FHASE,0,0,0
MB,2,9,High,4,240,23197,FSEPU,0,0,0
MB,2,9,High,4,240,23197,MHASE,0,0,0
MB,2,9,High,4,240,23197,PACL,0,0,0
MB,2,9,High,5,300,23257,FHASE,0,0,0
MB,2,9,High,5,300,23257,FSEPU,0,0,0
MB,2,9,High,5,300,23257,MHASE,0,0,0
MB,2,9,High,5,300,23257,PACL,0,0,0
MB,2,9,High,6,360,23317,FHASE,0,0,0
MB,2,9,High,6,360,23317,FSEPU,0,0,0
MB,2,9,High,6,360,23317,MHASE,0,0,0
MB,2,9,High,6,360,23317,PACL,0,0,0
MB,2,9,High,7,420,23377,FHASE,0,0,0
MB,2,9,High,7,420,23377,FSEPU,0,0,0
MB,2,9,High,7,420,23377,MHASE,0,0,0
MB,2,9,High,7,420,23377,PACL,0,0,0
MB,2,9,High,8,480,23437,FHASE,0,0,0
MB,2,9,High,8,480,23437,FSEPU,0,0,0
MB,2,9,High,8,480,23437,MHASE,0,0,0
MB,2,9,High,8,480,23437,PACL,0,0,0
MB,2,11,High,1,60,12045,FHASE,0,0,0
MB,2,11,High,1,60,12045,FSEPU,0,0,0
MB,2,11,High,1,60,12045,MHASE,0,0,0
MB,2,11,High,1,60,12045,PACL,0,0,0
MB,2,11,High,2,120,12105,FHASE,0,0,0
MB,2,11,High,2,120,12105,FSEPU,0,0,0
MB,2,11,High,2,120,12105,MHASE,1,0,0
MB,2,11,High,2,120,12105,PACL,0,0,0
