Year,Trial,Reef,Treatment,Initial.sex,Initial.length,Final.length,Initial.log.length,log.biomass,biomass,Initial.biomass.total,Initial.female.biomass,Initial.male.biomass,Final.log.length,Final.log.biomass,Biomass,Final.biomass.total,Final.biomass.female,Final.biomass.male,Avg.biomass.total,Avg.fem.biomass,Avg.male.biomass,notes
2017,2,9,High,Female,29,30,3.36729583,-0.847842859,0.428337922,,,,3.401197382,-0.75037427,0.472189793,,,,,,,
2017,2,9,High,Female,31,,3.433987204,-0.656101956,0.518869976,,,,,,,,,,,,,
2017,2,9,High,Female,32,33,3.465735903,-0.564822924,0.568460799,,,,3.496507561,-0.476352928,0.621044259,,,,,,,
2017,2,9,High,Female,30,,3.401197382,-0.75037427,0.472189793,,,,,,,,,,,,,
2017,2,9,High,Male,24,,3.17805383,-1.391922691,0.24859687,,,,,,,,,,,,,
2017,2,9,High,Male,26,,3.258096538,-1.161796065,0.312923645,,,,,,,,,,,,,
2017,2,9,High,Male,32,,3.465735903,-0.564822924,0.568460799,,,,,,,,,,,,,
2017,2,9,High,Male,39,,3.663561646,0.003935584,1.003943338,,,,,,,,,,,,,
2017,2,10,Low,Female,22,,3.091042453,-1.642084577,0.193576097,7.907997532,5.984364444,1.923633088,,,,1.517505972,1.268909102,0.24859687,4.712751752,3.626636773,1.086114979,
2017,2,10,Low,Female,23,23,3.135494216,-1.514283625,0.219965706,,,,3.135494216,-1.514283625,0.219965706,,,,,,,
2017,2,10,Low,Female,25,,3.218875825,-1.274557497,0.279554644,,,,,,,,,,,,,
2017,2,10,Low,Female,23,,3.135494216,-1.514283625,0.219965706,,,,,,,,,,,,,
2017,2,10,Low,Female,26,,3.258096538,-1.161796065,0.312923645,,,,,,,,,,,,,
2017,2,10,Low,Female,29,,3.36729583,-0.847842859,0.428337922,,,,,,,,,,,,,
2017,2,10,Low,Female,27,27,3.295836866,-1.05329081,0.348788063,,,,3.295836866,-1.05329081,0.348788063,,,,,,,
2017,2,10,Low,Female,26,26,3.258096538,-1.161796065,0.312923645,,,,3.258096538,-1.161796065,0.312923645,,,,,,,
2017,2,10,Low,Female,30,,3.401197382,-0.75037427,0.472189793,,,,,,,,,,,,,
2017,2,10,Low,Female,32,,3.465735903,-0.564822924,0.568460799,,,,,,,,,,,,,
2017,2,10,Low,Female,25,,3.218875825,-1.274557497,0.279554644,,,,,,,,,,,,,
2017,2,10,Low,Female,27,,3.295836866,-1.05329081,0.348788063,,,,,,,,,,,,,
2017,2,10,Low,Female,28,28,3.33220451,-0.948732087,0.387231688,,,,3.33220451,-0.948732087,0.387231688,,,,,,,
2017,2,10,Low,Female,30,,3.401197382,-0.75037427,0.472189793,,,,,,,,,,,,,
2017,2,10,Low,Female,31,,3.433987204,-0.656101956,0.518869976,,,,,,,,,,,,,
2017,2,10,Low,Female,33,,3.496507561,-0.476352928,0.621044259,,,,,,,,,,,,,
2017,2,10,Low,Male,23,24,3.135494216,-1.514283625,0.219965706,,,,3.17805383,-1.391922691,0.24859687,,,,,,,
2017,2,10,Low,Male,28,,3.33220451,-0.948732087,0.387231688,,,,,,,,,,,,,
2017,2,10,Low,Male,31,,3.433987204,-0.656101956,0.518869976,,,,,,,,,,,,,
2017,2,10,Low,Male,36,,3.583518938,-0.226191043,0.797565718,,,,,,,,,,,,,
2017,2,11,High,Female,23,,3.135494216,-1.514283625,0.219965706,8.785662907,6.465537925,2.320124982,,,,1.903351437,1.590427792,0.312923645,5.344507172,4.027982858,1.316524313,
2017,2,11,High,Female,22,24,3.091042453,-1.642084577,0.193576097,,,,3.17805383,-1.391922691,0.24859687,,,,,,,
2017,2,11,High,Female,24,,3.17805383,-1.391922691,0.24859687,,,,,,,,,,,,,
2017,2,11,High,Female,23,,3.135494216,-1.514283625,0.219965706,,,,,,,,,,,,,
2017,2,11,High,Female,29,,3.36729583,-0.847842859,0.428337922,,,,,,,,,,,,,
2017,2,11,High,Female,28,,3.33220451,-0.948732087,0.387231688,,,,,,,,,,,,,
2017,2,11,High,Female,27,,3.295836866,-1.05329081,0.348788063,,,,,,,,,,,,,
2017,2,11,High,Female,29,,3.36729583,-0.847842859,0.428337922,,,,,,,,,,,,,
2017,2,11,High,Female,33,33,3.496507561,-0.476352928,0.621044259,,,,3.496507561,-0.476352928,0.621044259,,,,,,,
2017,2,11,High,Female,34,,3.526360525,-0.390524226,0.676702036,,,,,,,,,,,,,
2017,2,11,High,Female,24,24,3.17805383,-1.391922691,0.24859687,,,,3.17805383,-1.391922691,0.24859687,,,,,,,
2017,2,11,High,Female,27,,3.295836866,-1.05329081,0.348788063,,,,,,,,,,,,,
2017,2,11,High,Female,28,30,3.33220451,-0.948732087,0.387231688,,,,3.401197382,-0.75037427,0.472189793,,,,,,,
2017,2,11,High,Female,31,,3.433987204,-0.656101956,0.518869976,,,,,,,,,,,,,
2017,2,11,High,Female,32,,3.465735903,-0.564822924,0.568460799,,,,,,,,,,,,,
2017,2,11,High,Female,33,,3.496507561,-0.476352928,0.621044259,,,,,,,,,,,,,
2017,2,11,High,Male,25,26,3.218875825,-1.274557497,0.279554644,,,,3.258096538,-1.161796065,0.312923645,,,,,,,
2017,2,11,High,Male,26,,3.258096538,-1.161796065,0.312923645,,,,,,,,,,,,,
2017,2,11,High,Male,32,,3.465735903,-0.564822924,0.568460799,,,,,,,,,,,,,
2017,2,11,High,Male,41,,3.713572067,0.147717943,1.159185894,,,,,,,,,,,,,
2017,2,12,Medium,Female,25,,3.218875825,-1.274557497,0.279554644,8.387810735,6.253886084,2.133924651,,,,3.334279495,2.270345771,1.063933725,5.861045115,4.262115927,1.598929188,
2017,2,12,Medium,Female,24,26,3.17805383,-1.391922691,0.24859687,,,,3.258096538,-1.161796065,0.312923645,,,,,,,
2017,2,12,Medium,Female,23,,3.135494216,-1.514283625,0.219965706,,,,,,,,,,,,,
2017,2,12,Medium,Female,22,,3.091042453,-1.642084577,0.193576097,,,,,,,,,,,,,
2017,2,12,Medium,Female,26,,3.258096538,-1.161796065,0.312923645,,,,,,,,,,,,,
2017,2,12,Medium,Female,29,,3.36729583,-0.847842859,0.428337922,,,,,,,,,,,,,
2017,2,12,Medium,Female,28,,3.33220451,-0.948732087,0.387231688,,,,,,,,,,,,,
2017,2,12,Medium,Female,27,,3.295836866,-1.05329081,0.348788063,,,,,,,,,,,,,
2017,2,12,Medium,Female,30,,3.401197382,-0.75037427,0.472189793,,,,,,,,,,,,,
2017,2,12,Medium,Female,31,,3.433987204,-0.656101956,0.518869976,,,,,,,,,,,,,
2017,2,12,Medium,Female,24,24,3.17805383,-1.391922691,0.24859687,,,,3.17805383,-1.391922691,0.24859687,,,,,,,
2017,2,12,Medium,Female,26,27,3.258096538,-1.161796065,0.312923645,,,,3.295836866,-1.05329081,0.348788063,,,,,,,
2017,2,12,Medium,Female,29,29,3.36729583,-0.847842859,0.428337922,,,,3.36729583,-0.847842859,0.428337922,,,,,,,
2017,2,12,Medium,Female,31,,3.433987204,-0.656101956,0.518869976,,,,,,,,,,,,,
2017,2,12,Medium,Female,30,,3.401197382,-0.75037427,0.472189793,,,,,,,,,,,,,
2017,2,12,Medium,Female,37,38,3.610917913,-0.147417677,0.862933475,,,,3.63758616,-0.070745187,0.931699271,,,,,,,
2017,2,12,Medium,Male,24,,3.17805383,-1.391922691,0.24859687,,,,,,,,,,,,,
2017,2,12,Medium,Male,26,28,3.258096538,-1.161796065,0.312923645,,,,3.33220451,-0.948732087,0.387231688,,,,,,,
2017,2,12,Medium,Male,32,34,3.465735903,-0.564822924,0.568460799,,,,3.526360525,-0.390524226,0.676702036,,,,,,,
2017,2,12,Medium,Male,39,,3.663561646,0.003935584,1.003943338,,,,,,,,,,,,,
2017,2,13,Low,Female,23,,3.135494216,-1.514283625,0.219965706,8.569465183,6.038315288,2.531149895,,,,0.193576097,0,0.193576097,4.38152064,3.019157644,1.362362996,
2017,2,13,Low,Female,24,,3.17805383,-1.391922691,0.24859687,,,,,,,,,,,,,
2017,2,13,Low,Female,24,,3.17805383,-1.391922691,0.24859687,,,,,,,,,,,,,
2017,2,13,Low,Female,23,,3.135494216,-1.514283625,0.219965706,,,,,,,,,,,,,
2017,2,13,Low,Female,29,,3.36729583,-0.847842859,0.428337922,,,,,,,,,,,,,
2017,2,13,Low,Female,27,,3.295836866,-1.05329081,0.348788063,,,,,,,,,,,,,
2017,2,13,Low,Female,29,,3.36729583,-0.847842859,0.428337922,,,,,,,,,,,,,
2017,2,13,Low,Female,26,,3.258096538,-1.161796065,0.312923645,,,,,,,,,,,,,
2017,2,13,Low,Female,30,,3.401197382,-0.75037427,0.472189793,,,,,,,,,,,,,
2017,2,13,Low,Female,31,,3.433987204,-0.656101956,0.518869976,,,,,,,,,,,,,
2017,2,13,Low,Female,26,,3.258096538,-1.161796065,0.312923645,,,,,,,,,,,,,
2017,2,13,Low,Female,28,,3.33220451,-0.948732087,0.387231688,,,,,,,,,,,,,
2017,2,13,Low,Female,29,,3.36729583,-0.847842859,0.428337922,,,,,,,,,,,,,
2017,2,13,Low,Female,30,,3.401197382,-0.75037427,0.472189793,,,,,,,,,,,,,
2017,2,13,Low,Female,30,,3.401197382,-0.75037427,0.472189793,,,,,,,,,,,,,
2017,2,13,Low,Female,31,,3.433987204,-0.656101956,0.518869976,,,,,,,,,,,,,
2017,2,13,Low,Male,22,22,3.091042453,-1.642084577,0.193576097,,,,3.091042453,-1.642084577,0.193576097,,,,,,,
2017,2,13,Low,Male,28,,3.33220451,-0.948732087,0.387231688,,,,,,,,,,,,,
2017,2,13,Low,Male,33,,3.496507561,-0.476352928,0.621044259,,,,,,,,,,,,,
2017,2,13,Low,Male,43,,3.761200116,0.28465087,1.32929785,,,,,,,,,,,,,
2017,2,14,Medium,Female,25,,3.218875825,-1.274557497,0.279554644,8.397992203,6.454668238,1.943323965,,,,0,0,0,4.198996101,3.227334119,0.971661982,no fish recollected
2017,2,14,Medium,Female,22,,3.091042453,-1.642084577,0.193576097,,,,,,,,,,,,,
2017,2,14,Medium,Female,25,,3.218875825,-1.274557497,0.279554644,,,,,,,,,,,,,
2017,2,14,Medium,Female,25,,3.218875825,-1.274557497,0.279554644,,,,,,,,,,,,,
2017,2,14,Medium,Female,26,,3.258096538,-1.161796065,0.312923645,,,,,,,,,,,,,
2017,2,14,Medium,Female,28,,3.33220451,-0.948732087,0.387231688,,,,,,,,,,,,,
2017,2,14,Medium,Female,28,,3.33220451,-0.948732087,0.387231688,,,,,,,,,,,,,
2017,2,14,Medium,Female,29,,3.36729583,-0.847842859,0.428337922,,,,,,,,,,,,,
2017,2,14,Medium,Female,31,,3.433987204,-0.656101956,0.518869976,,,,,,,,,,,,,
2017,2,14,Medium,Female,34,,3.526360525,-0.390524226,0.676702036,,,,,,,,,,,,,
2017,2,14,Medium,Female,27,,3.295836866,-1.05329081,0.348788063,,,,,,,,,,,,,
2017,2,14,Medium,Female,26,,3.258096538,-1.161796065,0.312923645,,,,,,,,,,,,,
2017,2,14,Medium,Female,29,,3.36729583,-0.847842859,0.428337922,,,,,,,,,,,,,
2017,2,14,Medium,Female,30,,3.401197382,-0.75037427,0.472189793,,,,,,,,,,,,,
2017,2,14,Medium,Female,30,,3.401197382,-0.75037427,0.472189793,,,,,,,,,,,,,
2017,2,14,Medium,Female,34,,3.526360525,-0.390524226,0.676702036,,,,,,,,,,,,,
2017,2,14,Medium,Male,24,,3.17805383,-1.391922691,0.24859687,,,,,,,,,,,,,
2017,2,14,Medium,Male,26,,3.258096538,-1.161796065,0.312923645,,,,,,,,,,,,,
2017,2,14,Medium,Male,31,,3.433987204,-0.656101956,0.518869976,,,,,,,,,,,,,
2017,2,14,Medium,Male,37,,3.610917913,-0.147417677,0.862933475,,,,,,,,,,,,,
2017,2,15,High,Female,23,,3.135494216,-1.514283625,0.219965706,8.422396842,6.150048654,2.272348188,,,,0.896900498,0.896900498,0,4.65964867,3.523474576,1.136174094,
2017,2,15,High,Female,24,,3.17805383,-1.391922691,0.24859687,,,,,,,,,,,,,
2017,2,15,High,Female,24,,3.17805383,-1.391922691,0.24859687,,,,,,,,,,,,,
2017,2,15,High,Female,24,24,3.17805383,-1.391922691,0.24859687,,,,3.17805383,-1.391922691,0.24859687,,,,,,,
2017,2,15,High,Female,26,23,3.258096538,-1.161796065,0.312923645,,,,3.135494216,-1.514283625,0.219965706,,,,,,,
2017,2,15,High,Female,26,,3.258096538,-1.161796065,0.312923645,,,,,,,,,,,,,
2017,2,15,High,Female,26,,3.258096538,-1.161796065,0.312923645,,,,,,,,,,,,,
2017,2,15,High,Female,27,,3.295836866,-1.05329081,0.348788063,,,,,,,,,,,,,
2017,2,15,High,Female,33,,3.496507561,-0.476352928,0.621044259,,,,,,,,,,,,,
2017,2,15,High,Female,31,,3.433987204,-0.656101956,0.518869976,,,,,,,,,,,,,
2017,2,15,High,Female,25,,3.218875825,-1.274557497,0.279554644,,,,,,,,,,,,,
2017,2,15,High,Female,28,,3.33220451,-0.948732087,0.387231688,,,,,,,,,,,,,
2017,2,15,High,Female,29,29,3.36729583,-0.847842859,0.428337922,,,,3.36729583,-0.847842859,0.428337922,,,,,,,
2017,2,15,High,Female,30,,3.401197382,-0.75037427,0.472189793,,,,,,,,,,,,,
2017,2,15,High,Female,32,,3.465735903,-0.564822924,0.568460799,,,,,,,,,,,,,
2017,2,15,High,Female,33,,3.496507561,-0.476352928,0.621044259,,,,,,,,,,,,,
2017,2,15,High,Male,23,,3.135494216,-1.514283625,0.219965706,,,,,,,,,,,,,
2017,2,15,High,Male,26,,3.258096538,-1.161796065,0.312923645,,,,,,,,,,,,,
2017,2,15,High,Male,35,,3.555348061,-0.307183667,0.735515499,,,,,,,,,,,,,
2017,2,15,High,Male,39,,3.663561646,0.003935584,1.003943338,,,,,,,,,,,,,
2017,2,16,Low,Female,23,,3.135494216,-1.514283625,0.219965706,8.698303839,6.349319916,2.348983923,,,,0.774463377,0.774463377,0,4.736383608,3.561891646,1.174491961,
2017,2,16,Low,Female,24,,3.17805383,-1.391922691,0.24859687,,,,,,,,,,,,,
2017,2,16,Low,Female,23,,3.135494216,-1.514283625,0.219965706,,,,,,,,,,,,,
2017,2,16,Low,Female,25,,3.218875825,-1.274557497,0.279554644,,,,,,,,,,,,,
2017,2,16,Low,Female,26,,3.258096538,-1.161796065,0.312923645,,,,,,,,,,,,,
2017,2,16,Low,Female,26,,3.258096538,-1.161796065,0.312923645,,,,,,,,,,,,,
2017,2,16,Low,Female,27,,3.295836866,-1.05329081,0.348788063,,,,,,,,,,,,,
2017,2,16,Low,Female,29,,3.36729583,-0.847842859,0.428337922,,,,,,,,,,,,,
2017,2,16,Low,Female,31,,3.433987204,-0.656101956,0.518869976,,,,,,,,,,,,,
2017,2,16,Low,Female,35,,3.555348061,-0.307183667,0.735515499,,,,,,,,,,,,,
2017,2,16,Low,Female,27,,3.295836866,-1.05329081,0.348788063,,,,,,,,,,,,,
2017,2,16,Low,Female,28,28,3.33220451,-0.948732087,0.387231688,,,,3.33220451,-0.948732087,0.387231688,,,,,,,
2017,2,16,Low,Female,29,28,3.36729583,-0.847842859,0.428337922,,,,3.33220451,-0.948732087,0.387231688,,,,,,,
2017,2,16,Low,Female,30,,3.401197382,-0.75037427,0.472189793,,,,,,,,,,,,,
2017,2,16,Low,Female,31,,3.433987204,-0.656101956,0.518869976,,,,,,,,,,,,,
2017,2,16,Low,Female,32,,3.465735903,-0.564822924,0.568460799,,,,,,,,,,,,,
2017,2,16,Low,Male,23,,3.135494216,-1.514283625,0.219965706,,,,,,,,,,,,,
2017,2,16,Low,Male,27,,3.295836866,-1.05329081,0.348788063,,,,,,,,,,,,,
2017,2,16,Low,Male,33,,3.496507561,-0.476352928,0.621044259,,,,,,,,,,,,,
2017,2,16,Low,Male,41,,3.713572067,0.147717943,1.159185894,,,,,,,,,,,,,
2017,2,17,High,Female,22,,3.091042453,-1.642084577,0.193576097,8.410233119,6.147285698,2.26294742,,,,2.281238861,1.098037083,1.183201778,5.34573599,3.622661391,1.723074599,
2017,2,17,High,Female,23,,3.135494216,-1.514283625,0.219965706,,,,,,,,,,,,,
2017,2,17,High,Female,25,,3.218875825,-1.274557497,0.279554644,,,,,,,,,,,,,
2017,2,17,High,Female,25,,3.218875825,-1.274557497,0.279554644,,,,,,,,,,,,,
2017,2,17,High,Female,27,,3.295836866,-1.05329081,0.348788063,,,,,,,,,,,,,
2017,2,17,High,Female,26,26,3.258096538,-1.161796065,0.312923645,,,,3.258096538,-1.161796065,0.312923645,,,,,,,
2017,2,17,High,Female,27,,3.295836866,-1.05329081,0.348788063,,,,,,,,,,,,,
2017,2,17,High,Female,26,,3.258096538,-1.161796065,0.312923645,,,,,,,,,,,,,
2017,2,17,High,Female,31,30,3.433987204,-0.656101956,0.518869976,,,,3.401197382,-0.75037427,0.472189793,,,,,,,
2017,2,17,High,Female,34,,3.526360525,-0.390524226,0.676702036,,,,,,,,,,,,,
2017,2,17,High,Female,28,,3.33220451,-0.948732087,0.387231688,,,,,,,,,,,,,
2017,2,17,High,Female,26,26,3.258096538,-1.161796065,0.312923645,,,,3.258096538,-1.161796065,0.312923645,,,,,,,
2017,2,17,High,Female,28,,3.33220451,-0.948732087,0.387231688,,,,,,,,,,,,,
2017,2,17,High,Female,31,,3.433987204,-0.656101956,0.518869976,,,,,,,,,,,,,
2017,2,17,High,Female,29,,3.36729583,-0.847842859,0.428337922,,,,,,,,,,,,,
2017,2,17,High,Female,33,,3.496507561,-0.476352928,0.621044259,,,,,,,,,,,,,
2017,2,17,High,Male,22,22,3.091042453,-1.642084577,0.193576097,,,,3.091042453,-1.642084577,0.193576097,,,,,,,
2017,2,17,High,Male,26,26,3.258096538,-1.161796065,0.312923645,,,,3.258096538,-1.161796065,0.312923645,,,,,,,
2017,2,17,High,Male,34,34,3.526360525,-0.390524226,0.676702036,,,,3.526360525,-0.390524226,0.676702036,,,,,,,
2017,2,17,High,Male,40,,3.688879454,0.076725497,1.079745642,,,,,,,,,,,,,
2017,2,18,Medium,Female,25,,3.218875825,-1.274557497,0.279554644,8.110250285,6.17235627,1.937894015,,,,0.676934791,0.428337922,0.24859687,4.393592538,3.300347096,1.093245442,
2017,2,18,Medium,Female,24,,3.17805383,-1.391922691,0.24859687,,,,,,,,,,,,,
2017,2,18,Medium,Female,22,,3.091042453,-1.642084577,0.193576097,,,,,,,,,,,,,
2017,2,18,Medium,Female,23,,3.135494216,-1.514283625,0.219965706,,,,,,,,,,,,,
2017,2,18,Medium,Female,29,,3.36729583,-0.847842859,0.428337922,,,,,,,,,,,,,
2017,2,18,Medium,Female,26,,3.258096538,-1.161796065,0.312923645,,,,,,,,,,,,,
2017,2,18,Medium,Female,28,,3.33220451,-0.948732087,0.387231688,,,,,,,,,,,,,
2017,2,18,Medium,Female,29,29,3.36729583,-0.847842859,0.428337922,,,,3.36729583,-0.847842859,0.428337922,,,,,,,
2017,2,18,Medium,Female,30,,3.401197382,-0.75037427,0.472189793,,,,,,,,,,,,,
2017,2,18,Medium,Female,32,,3.465735903,-0.564822924,0.568460799,,,,,,,,,,,,,
2017,2,18,Medium,Female,28,,3.33220451,-0.948732087,0.387231688,,,,,,,,,,,,,
2017,2,18,Medium,Female,28,,3.33220451,-0.948732087,0.387231688,,,,,,,,,,,,,
2017,2,18,Medium,Female,27,,3.295836866,-1.05329081,0.348788063,,,,,,,,,,,,,
2017,2,18,Medium,Female,30,,3.401197382,-0.75037427,0.472189793,,,,,,,,,,,,,
2017,2,18,Medium,Female,31,,3.433987204,-0.656101956,0.518869976,,,,,,,,,,,,,
2017,2,18,Medium,Female,31,,3.433987204,-0.656101956,0.518869976,,,,,,,,,,,,,
2017,2,18,Medium,Male,22,24,3.091042453,-1.642084577,0.193576097,,,,3.17805383,-1.391922691,0.24859687,,,,,,,
2017,2,18,Medium,Male,26,,3.258096538,-1.161796065,0.312923645,,,,,,,,,,,,,
2017,2,18,Medium,Male,32,,3.465735903,-0.564822924,0.568460799,,,,,,,,,,,,,
2017,2,18,Medium,Male,37,,3.610917913,-0.147417677,0.862933475,,,,,,,,,,,,,
2017,3,1,Low,Female,22,,3.091042453,-1.642084577,0.193576097,6.525754192,4.704533379,1.821220813,,,,1.333700196,0.777125985,0.556574211,3.929727194,2.740829682,1.188897512,trial 3 changed from 16F:4M (t1 and 2) to 15F:5M
2017,3,1,Low,Female,23,,3.135494216,-1.514283625,0.219965706,,,,,,,,,,,,,
2017,3,1,Low,Female,20,,2.995732274,-1.916105918,0.147178975,,,,,,,,,,,,,
2017,3,1,Low,Female,23,,3.135494216,-1.514283625,0.219965706,,,,,,,,,,,,,
2017,3,1,Low,Female,23,,3.135494216,-1.514283625,0.219965706,,,,,,,,,,,,,
2017,3,1,Low,Female,25,,3.218875825,-1.274557497,0.279554644,,,,,,,,,,,,,
2017,3,1,Low,Female,27,,3.295836866,-1.05329081,0.348788063,,,,,,,,,,,,,
2017,3,1,Low,Female,28,,3.33220451,-0.948732087,0.387231688,,,,,,,,,,,,,
2017,3,1,Low,Female,29,29,3.36729583,-0.847842859,0.428337922,,,,3.36729583,-0.847842859,0.428337922,,,,,,,
2017,3,1,Low,Female,30,,3.401197382,-0.75037427,0.472189793,,,,,,,,,,,,,
2017,3,1,Low,Female,26,27,3.258096538,-1.161796065,0.312923645,,,,3.295836866,-1.05329081,0.348788063,,,,,,,
2017,3,1,Low,Female,23,,3.135494216,-1.514283625,0.219965706,,,,,,,,,,,,,
2017,3,1,Low,Female,28,,3.33220451,-0.948732087,0.387231688,,,,,,,,,,,,,
2017,3,1,Low,Female,27,,3.295836866,-1.05329081,0.348788063,,,,,,,,,,,,,
2017,3,1,Low,Female,31,,3.433987204,-0.656101956,0.518869976,,,,,,,,,,,,,
2017,3,1,Low,Male,22,,3.091042453,-1.642084577,0.193576097,,,,,,,,,,,,,
2017,3,1,Low,Male,20,21,2.995732274,-1.916105918,0.147178975,,,,3.044522438,-1.775831854,0.169342523,,,,,,,
2017,3,1,Low,Male,28,28,3.33220451,-0.948732087,0.387231688,,,,3.33220451,-0.948732087,0.387231688,,,,,,,
2017,3,1,Low,Male,30,,3.401197382,-0.75037427,0.472189793,,,,,,,,,,,,,
2017,3,1,Low,Male,33,,3.496507561,-0.476352928,0.621044259,,,,,,,,,,,,,
2017,3,2,High,Female,23,23,3.135494216,-1.514283625,0.219965706,6.554112474,4.782365678,1.771746797,3.135494216,-1.514283625,0.219965706,3.776801299,2.787175617,0.989625681,5.165456887,3.784770648,1.380686239,
2017,3,2,High,Female,23,24,3.135494216,-1.514283625,0.219965706,,,,3.17805383,-1.391922691,0.24859687,,,,,,,
2017,3,2,High,Female,22,,3.091042453,-1.642084577,0.193576097,,,,,,,,,,,,,
2017,3,2,High,Female,23,24,3.135494216,-1.514283625,0.219965706,,,,3.17805383,-1.391922691,0.24859687,,,,,,,
2017,3,2,High,Female,24,24,3.17805383,-1.391922691,0.24859687,,,,3.17805383,-1.391922691,0.24859687,,,,,,,
2017,3,2,High,Female,25,26,3.218875825,-1.274557497,0.279554644,,,,3.258096538,-1.161796065,0.312923645,,,,,,,
2017,3,2,High,Female,25,,3.218875825,-1.274557497,0.279554644,,,,,,,,,,,,,
2017,3,2,High,Female,29,,3.36729583,-0.847842859,0.428337922,,,,,,,,,,,,,
2017,3,2,High,Female,28,,3.33220451,-0.948732087,0.387231688,,,,,,,,,,,,,
2017,3,2,High,Female,31,31,3.433987204,-0.656101956,0.518869976,,,,3.433987204,-0.656101956,0.518869976,,,,,,,
2017,3,2,High,Female,21,,3.044522438,-1.775831854,0.169342523,,,,,,,,,,,,,
2017,3,2,High,Female,26,26,3.258096538,-1.161796065,0.312923645,,,,3.258096538,-1.161796065,0.312923645,,,,,,,
2017,3,2,High,Female,27,,3.295836866,-1.05329081,0.348788063,,,,,,,,,,,,,
2017,3,2,High,Female,28,,3.33220451,-0.948732087,0.387231688,,,,,,,,,,,,,
2017,3,2,High,Female,32,34,3.465735903,-0.564822924,0.568460799,,,,3.526360525,-0.390524226,0.676702036,,,,,,,
2017,3,2,High,Male,22,,3.091042453,-1.642084577,0.193576097,,,,,,,,,,,,,
2017,3,2,High,Male,22,,3.091042453,-1.642084577,0.193576097,,,,,,,,,,,,,
2017,3,2,High,Male,25,26,3.218875825,-1.274557497,0.279554644,,,,3.258096538,-1.161796065,0.312923645,,,,,,,
2017,3,2,High,Male,29,,3.36729583,-0.847842859,0.428337922,,,,,,,,,,,,,
2017,3,2,High,Male,34,34,3.526360525,-0.390524226,0.676702036,,,,3.526360525,-0.390524226,0.676702036,,,,,,,
2017,3,3,Medium,Female,23,21,3.135494216,-1.514283625,0.219965706,6.739361287,4.914382226,1.824979061,3.044522438,-1.775831854,0.169342523,2.950880897,2.602092834,0.348788063,4.845121092,3.75823753,1.086883562,
2017,3,3,Medium,Female,22,22,3.091042453,-1.642084577,0.193576097,,,,3.091042453,-1.642084577,0.193576097,,,,,,,
2017,3,3,Medium,Female,23,24,3.135494216,-1.514283625,0.219965706,,,,3.17805383,-1.391922691,0.24859687,,,,,,,
2017,3,3,Medium,Female,20,,2.995732274,-1.916105918,0.147178975,,,,,,,,,,,,,
2017,3,3,Medium,Female,22,,3.091042453,-1.642084577,0.193576097,,,,,,,,,,,,,
2017,3,3,Medium,Female,27,27,3.295836866,-1.05329081,0.348788063,,,,3.295836866,-1.05329081,0.348788063,,,,,,,
2017,3,3,Medium,Female,26,26,3.258096538,-1.161796065,0.312923645,,,,3.258096538,-1.161796065,0.312923645,,,,,,,
2017,3,3,Medium,Female,28,29,3.33220451,-0.948732087,0.387231688,,,,3.36729583,-0.847842859,0.428337922,,,,,,,
2017,3,3,Medium,Female,29,29,3.36729583,-0.847842859,0.428337922,,,,3.36729583,-0.847842859,0.428337922,,,,,,,
2017,3,3,Medium,Female,33,,3.496507561,-0.476352928,0.621044259,,,,,,,,,,,,,
2017,3,3,Medium,Female,26,,3.258096538,-1.161796065,0.312923645,,,,,,,,,,,,,
2017,3,3,Medium,Female,25,,3.218875825,-1.274557497,0.279554644,,,,,,,,,,,,,
2017,3,3,Medium,Female,27,,3.295836866,-1.05329081,0.348788063,,,,,,,,,,,,,
2017,3,3,Medium,Female,29,,3.36729583,-0.847842859,0.428337922,,,,,,,,,,,,,
2017,3,3,Medium,Female,30,30,3.401197382,-0.75037427,0.472189793,,,,3.401197382,-0.75037427,0.472189793,,,,,,,
2017,3,3,Medium,Male,21,,3.044522438,-1.775831854,0.169342523,,,,,,,,,,,,,
2017,3,3,Medium,Male,23,,3.135494216,-1.514283625,0.219965706,,,,,,,,,,,,,
2017,3,3,Medium,Male,26,27,3.258096538,-1.161796065,0.312923645,,,,3.295836866,-1.05329081,0.348788063,,,,,,,
2017,3,3,Medium,Male,28,,3.33220451,-0.948732087,0.387231688,,,,,,,,,,,,,
2017,3,3,Medium,Male,35,,3.555348061,-0.307183667,0.735515499,,,,,,,,,,,,,
2017,3,4,High,Female,21,22,3.044522438,-1.775831854,0.169342523,6.644797771,4.828954135,1.815843635,3.091042453,-1.642084577,0.193576097,3.310657508,1.334360092,1.976297416,4.977727639,3.081657114,1.896070526,
2017,3,4,High,Female,24,,3.17805383,-1.391922691,0.24859687,,,,,,,,,,,,,
2017,3,4,High,Female,22,22,3.091042453,-1.642084577,0.193576097,,,,3.091042453,-1.642084577,0.193576097,,,,,,,
2017,3,4,High,Female,24,,3.17805383,-1.391922691,0.24859687,,,,,,,,,,,,,
2017,3,4,High,Female,22,,3.091042453,-1.642084577,0.193576097,,,,,,,,,,,,,
2017,3,4,High,Female,26,,3.258096538,-1.161796065,0.312923645,,,,,,,,,,,,,
2017,3,4,High,Female,28,,3.33220451,-0.948732087,0.387231688,,,,,,,,,,,,,
