Trial,Date,Week,Day,Reef,Treatment,T6.comparison,Density,den.max,den.changed,deployment.day
5,7/30/2018,4,26,2,Low,Low,7,7,n,A
5,7/4/2018,1,1,3,Medium,Medium,14,15,y,A
5,7/5/2018,1,2,3,Medium,Medium,12,15,y,A
5,7/7/2018,1,4,3,Medium,Medium,12,15,y,A
5,7/8/2018,1,5,3,Medium,Medium,11,15,y,A
5,7/9/2018,1,6,3,Medium,Medium,14,15,y,A
5,7/10/2018,1,7,3,Medium,Medium,15,15,n,A
5,7/11/2018,1,7,3,Medium,Medium,10,10,n,A
5,7/14/2018,2,11,3,Medium,Medium,10,10,n,A
5,7/15/2018,2,12,3,Medium,Medium,9,10,y,A
5,7/18/2018,3,15,3,Medium,Medium,9,10,y,A
5,7/19/2018,3,16,3,Medium,Medium,10,10,n,A
5,7/23/2018,3,20,3,Medium,Medium,8,8,n,A
5,7/24/2018,3,21,3,Medium,Medium,4,7,y,A
5,7/27/2018,4,23,3,Medium,Medium,7,7,n,A
5,7/28/2018,4,24,3,Medium,Medium,6,6,n,A
5,7/29/2018,4,25,3,Medium,Medium,4,4,n,A
5,7/30/2018,4,26,3,Medium,Medium,3,3,n,A
5,7/4/2018,1,1,4,Low,Low,12,15,y,A
5,7/5/2018,1,2,4,Low,Low,11,15,y,A
5,7/7/2018,1,4,4,Low,Low,15,15,n,A
5,7/8/2018,1,5,4,Low,Low,8,15,y,A
5,7/9/2018,1,6,4,Low,Low,15,15,n,A
5,7/10/2018,1,7,4,Low,Low,13,13,n,A
5,7/11/2018,1,7,4,Low,Low,9,11,y,A
5,7/14/2018,2,11,4,Low,Low,10,11,y,A
5,7/15/2018,2,12,4,Low,Low,8,11,y,A
5,7/18/2018,3,15,4,Low,Low,10,11,y,A
5,7/19/2018,3,16,4,Low,Low,8,11,y,A
5,7/23/2018,3,20,4,Low,Low,11,11,n,A
5,7/24/2018,3,21,4,Low,Low,8,8,n,A
5,7/27/2018,4,23,4,Low,Low,7,7,n,A
5,7/28/2018,4,24,4,Low,Low,5,5,n,A
5,7/29/2018,4,25,4,Low,Low,4,5,y,A
5,7/30/2018,4,26,4,Low,Low,5,5,n,A
5,7/4/2018,1,1,5,Medium,Medium,11,17,y,A
5,7/5/2018,1,2,5,Medium,Medium,12,17,y,A
5,7/7/2018,1,4,5,Medium,Medium,11,17,y,A
5,7/8/2018,1,5,5,Medium,Medium,17,17,n,A
5,7/9/2018,1,6,5,Medium,Medium,16,16,n,A
5,7/10/2018,1,7,5,Medium,Medium,15,15,n,A
5,7/11/2018,1,7,5,Medium,Medium,13,13,n,A
5,7/14/2018,2,11,5,Medium,Medium,13,13,n,A
5,7/15/2018,2,12,5,Medium,Medium,11,13,y,A
5,7/18/2018,3,15,5,Medium,Medium,13,13,n,A
5,7/19/2018,3,16,5,Medium,Medium,11,12,y,A
5,7/23/2018,3,20,5,Medium,Medium,12,12,n,A
5,7/24/2018,3,21,5,Medium,Medium,12,12,n,A
5,7/27/2018,4,23,5,Medium,Medium,7,7,n,A
5,7/28/2018,4,24,5,Medium,Medium,6,6,n,A
5,7/29/2018,4,25,5,Medium,Medium,6,6,n,A
5,7/30/2018,4,26,5,Medium,Medium,6,6,n,A
5,7/4/2018,1,1,6,High,High,11,13,y,A
5,7/5/2018,1,2,6,High,High,10,13,y,A
5,7/7/2018,1,4,6,High,High,10,13,y,A
5,7/8/2018,1,5,6,High,High,9,13,y,A
5,7/9/2018,1,6,6,High,High,10,13,y,A
5,7/10/2018,1,7,6,High,High,13,13,n,A
5,7/11/2018,1,7,6,High,High,11,13,y,A
5,7/14/2018,2,11,6,High,High,13,13,n,A
5,7/15/2018,2,12,6,High,High,7,7,n,A
5,7/18/2018,3,15,6,High,High,7,7,n,A
5,7/19/2018,3,16,6,High,High,3,3,n,A
5,7/23/2018,3,20,6,High,High,2,3,y,A
5,7/24/2018,3,21,6,High,High,2,3,y,A
5,7/27/2018,4,23,6,High,High,3,3,n,A
5,7/28/2018,4,24,6,High,High,3,3,n,A
5,7/29/2018,4,25,6,High,High,2,2,n,A
5,7/30/2018,4,26,6,High,High,0,0,n,A
5,7/5/2018,1,1,7,Medium,Medium,15,18,y,B
5,7/7/2018,1,3,7,Medium,Medium,16,18,y,B
5,7/8/2018,1,4,7,Medium,Medium,14,18,y,B
5,7/9/2018,1,5,7,Medium,Medium,16,18,y,B
5,7/10/2018,1,6,7,Medium,Medium,18,18,n,B
5,7/11/2018,1,6,7,Medium,Medium,15,15,n,B
5,7/14/2018,2,10,7,Medium,Medium,9,11,y,B
5,7/15/2018,2,11,7,Medium,Medium,9,11,y,B
5,7/18/2018,3,14,7,Medium,Medium,11,11,n,B
5,7/19/2018,3,15,7,Medium,Medium,7,7,n,B
5,7/23/2018,3,19,7,Medium,Medium,7,7,n,B
5,7/24/2018,3,20,7,Medium,Medium,7,7,n,B
5,7/27/2018,4,22,7,Medium,Medium,6,6,n,B
5,7/28/2018,4,23,7,Medium,Medium,4,6,y,B
5,7/29/2018,4,24,7,Medium,Medium,6,6,n,B
5,7/31/2018,4,26,7,Medium,Medium,6,6,n,B
5,7/5/2018,1,1,8,Low,Low,11,16,y,B
5,7/7/2018,1,3,8,Low,Low,13,16,y,B
5,7/8/2018,1,4,8,Low,Low,14,16,y,B
5,7/9/2018,1,5,8,Low,Low,16,16,n,B
5,7/10/2018,1,6,8,Low,Low,15,15,n,B
5,7/11/2018,1,6,8,Low,Low,12,12,n,B
5,7/14/2018,2,10,8,Low,Low,11,11,n,B
5,7/15/2018,2,11,8,Low,Low,8,9,y,B
5,7/18/2018,3,14,8,Low,Low,9,9,n,B
5,7/19/2018,3,15,8,Low,Low,5,8,y,B
5,7/23/2018,3,19,8,Low,Low,8,8,n,B
5,7/24/2018,3,20,8,Low,Low,8,8,n,B
5,7/27/2018,4,22,8,Low,Low,5,7,y,B
5,7/28/2018,4,23,8,Low,Low,7,7,n,B
5,7/29/2018,4,24,8,Low,Low,4,5,y,B
5,7/31/2018,4,26,8,Low,Low,5,5,n,B
5,7/5/2018,1,1,9,High,High,14,14,n,B
5,7/7/2018,1,3,9,High,High,2,10,y,B
5,7/8/2018,1,4,9,High,High,10,10,n,B
5,7/9/2018,1,5,9,High,High,7,7,n,B
5,7/10/2018,1,6,9,High,High,7,7,n,B
5,7/11/2018,1,6,9,High,High,5,5,n,B
5,7/14/2018,2,10,9,High,High,1,3,y,B
5,7/15/2018,2,11,9,High,High,3,3,n,B
5,7/18/2018,3,14,9,High,High,3,3,n,B
5,7/19/2018,3,15,9,High,High,1,2,y,B
5,7/23/2018,3,19,9,High,High,2,2,n,B
5,7/24/2018,3,20,9,High,High,2,2,n,B
5,7/27/2018,4,22,9,High,High,2,2,n,B
5,7/28/2018,4,23,9,High,High,1,2,y,B
5,7/29/2018,4,24,9,High,High,1,2,y,B
5,7/31/2018,4,26,9,High,High,2,2,n,B
5,7/5/2018,1,1,10,Medium,Medium,16,16,n,B
5,7/7/2018,1,3,10,Medium,Medium,12,13,y,B
5,7/8/2018,1,4,10,Medium,Medium,13,13,n,B
5,7/9/2018,1,5,10,Medium,Medium,8,12,y,B
5,7/10/2018,1,6,10,Medium,Medium,12,12,n,B
5,7/11/2018,1,6,10,Medium,Medium,9,10,y,B
5,7/14/2018,2,10,10,Medium,Medium,7,10,y,B
5,7/15/2018,2,11,10,Medium,Medium,8,10,y,B
5,7/18/2018,3,14,10,Medium,Medium,10,10,n,B
5,7/19/2018,3,15,10,Medium,Medium,8,8,n,B
5,7/23/2018,3,19,10,Medium,Medium,4,6,y,B
5,7/24/2018,3,20,10,Medium,Medium,6,6,n,B
5,7/27/2018,4,22,10,Medium,Medium,6,6,n,B
5,7/28/2018,4,23,10,Medium,Medium,6,6,n,B
5,7/29/2018,4,24,10,Medium,Medium,5,5,n,B
5,7/31/2018,4,26,10,Medium,Medium,5,5,n,B
5,7/5/2018,1,1,11,Low,Low,14,17,y,B
5,7/7/2018,1,3,11,Low,Low,14,17,y,B
5,7/8/2018,1,4,11,Low,Low,17,17,n,B
5,7/9/2018,1,5,11,Low,Low,12,15,y,B
5,7/10/2018,1,6,11,Low,Low,15,15,n,B
5,7/11/2018,1,6,11,Low,Low,13,13,n,B
5,7/14/2018,2,10,11,Low,Low,11,11,n,B
5,7/15/2018,2,11,11,Low,Low,9,10,y,B
5,7/18/2018,3,14,11,Low,Low,10,10,n,B
5,7/19/2018,3,15,11,Low,Low,7,7,n,B
5,7/23/2018,3,19,11,Low,Low,4,6,y,B
5,7/24/2018,3,20,11,Low,Low,5,6,y,B
5,7/27/2018,4,22,11,Low,Low,6,6,n,B
5,7/28/2018,4,23,11,Low,Low,4,4,n,B
5,7/29/2018,4,24,11,Low,Low,3,3,n,B
5,7/31/2018,4,26,11,Low,Low,2,2,n,B
5,7/5/2018,1,1,12,High,High,15,16,y,B
5,7/7/2018,1,3,12,High,High,16,16,n,B
5,7/8/2018,1,4,12,High,High,13,13,n,B
5,7/9/2018,1,5,12,High,High,11,11,n,B
5,7/10/2018,1,6,12,High,High,8,8,n,B
5,7/11/2018,1,6,12,High,High,6,6,n,B
5,7/14/2018,2,10,12,High,High,4,4,n,B
5,7/15/2018,2,11,12,High,High,2,2,n,B
5,7/18/2018,3,14,12,High,High,2,2,n,B
5,7/19/2018,3,15,12,High,High,2,2,n,B
5,7/23/2018,3,19,12,High,High,1,1,n,B
5,7/24/2018,3,20,12,High,High,1,1,n,B
5,7/27/2018,4,22,12,High,High,0,0,n,B
5,7/28/2018,4,23,12,High,High,0,0,n,B
5,7/29/2018,4,24,12,High,High,0,0,n,B
5,7/31/2018,4,26,12,High,High,0,0,n,B
5,7/5/2018,1,1,13,Low,Low,10,11,y,B
5,7/7/2018,1,3,13,Low,Low,11,11,n,B
5,7/8/2018,1,4,13,Low,Low,11,11,n,B
5,7/9/2018,1,5,13,Low,Low,7,10,y,B
5,7/10/2018,1,6,13,Low,Low,10,10,n,B
5,7/11/2018,1,6,13,Low,Low,7,7,n,B
5,7/14/2018,2,10,13,Low,Low,6,6,n,B
5,7/15/2018,2,11,13,Low,Low,5,5,n,B
5,7/18/2018,3,14,13,Low,Low,3,3,n,B
5,7/19/2018,3,15,13,Low,Low,2,2,n,B
5,7/23/2018,3,19,13,Low,Low,1,2,y,B
5,7/24/2018,3,20,13,Low,Low,2,2,n,B
5,7/27/2018,4,22,13,Low,Low,1,1,n,B
5,7/28/2018,4,23,13,Low,Low,0,0,n,B
5,7/29/2018,4,24,13,Low,Low,0,0,n,B
5,7/31/2018,4,26,13,Low,Low,0,0,n,B
5,7/5/2018,1,1,14,Medium,Medium,11,16,y,B
5,7/7/2018,1,3,14,Medium,Medium,15,16,y,B
5,7/8/2018,1,4,14,Medium,Medium,15,16,y,B
5,7/9/2018,1,5,14,Medium,Medium,16,16,n,B
5,7/10/2018,1,6,14,Medium,Medium,14,14,n,B
5,7/11/2018,1,6,14,Medium,Medium,6,10,y,B
5,7/14/2018,2,10,14,Medium,Medium,9,10,y,B
5,7/15/2018,2,11,14,Medium,Medium,10,10,n,B
5,7/18/2018,3,14,14,Medium,Medium,10,10,n,B
5,7/19/2018,3,15,14,Medium,Medium,9,9,n,B
5,7/23/2018,3,19,14,Medium,Medium,8,8,n,B
5,7/24/2018,3,20,14,Medium,Medium,7,7,n,B
5,7/27/2018,4,22,14,Medium,Medium,6,6,n,B
5,7/28/2018,4,23,14,Medium,Medium,5,5,n,B
5,7/29/2018,4,24,14,Medium,Medium,3,5,y,B
5,7/31/2018,4,26,14,Medium,Medium,5,5,n,B
5,7/5/2018,1,1,15,High,High,15,15,n,B
5,7/7/2018,1,3,15,High,High,6,14,y,B
5,7/8/2018,1,4,15,High,High,14,14,n,B
5,7/9/2018,1,5,15,High,High,12,12,n,B
5,7/10/2018,1,6,15,High,High,7,10,y,B
5,7/11/2018,1,6,15,High,High,8,10,y,B
5,7/14/2018,2,10,15,High,High,8,10,y,B
5,7/15/2018,2,11,15,High,High,9,10,y,B
5,7/18/2018,3,14,15,High,High,9,10,y,B
5,7/19/2018,3,15,15,High,High,10,10,n,B
5,7/23/2018,3,19,15,High,High,5,7,y,B
5,7/24/2018,3,20,15,High,High,7,7,n,B
5,7/27/2018,4,22,15,High,High,7,7,n,B
5,7/28/2018,4,23,15,High,High,6,7,y,B
5,7/29/2018,4,24,15,High,High,7,7,n,B
5,7/31/2018,4,26,15,High,High,5,5,n,B
5,7/5/2018,1,1,16,Medium,Medium,12,12,n,B
5,7/7/2018,1,3,16,Medium,Medium,9,12,y,B
5,7/8/2018,1,4,16,Medium,Medium,12,12,n,B
5,7/9/2018,1,5,16,Medium,Medium,10,11,y,B
5,7/10/2018,1,6,16,Medium,Medium,7,11,y,B
5,7/11/2018,1,6,16,Medium,Medium,7,11,y,B
5,7/14/2018,2,10,16,Medium,Medium,10,11,y,B
5,7/15/2018,2,11,16,Medium,Medium,9,11,y,B
5,7/18/2018,3,14,16,Medium,Medium,9,11,y,B
5,7/19/2018,3,15,16,Medium,Medium,11,11,n,B
5,7/23/2018,3,19,16,Medium,Medium,9,9,n,B
5,7/24/2018,3,20,16,Medium,Medium,8,8,n,B
5,7/27/2018,4,22,16,Medium,Medium,8,8,n,B
5,7/28/2018,4,23,16,Medium,Medium,4,7,y,B
5,7/29/2018,4,24,16,Medium,Medium,7,7,n,B
5,7/31/2018,4,26,16,Medium,Medium,2,2,n,B
5,7/5/2018,1,1,17,Low,Low,NA,NA,n,B
5,7/7/2018,1,3,17,Low,Low,10,14,y,B
5,7/8/2018,1,4,17,Low,Low,12,14,y,B
5,7/9/2018,1,5,17,Low,Low,14,14,n,B
5,7/10/2018,1,6,17,Low,Low,11,14,y,B
5,7/11/2018,1,6,17,Low,Low,14,14,n,B
5,7/14/2018,2,10,17,Low,Low,12,12,n,B
5,7/15/2018,2,11,17,Low,Low,10,12,y,B
5,7/18/2018,3,14,17,Low,Low,12,12,n,B
5,7/19/2018,3,15,17,Low,Low,12,12,n,B
5,7/23/2018,3,19,17,Low,Low,8,8,n,B
5,7/24/2018,3,20,17,Low,Low,8,8,n,B
5,7/27/2018,4,22,17,Low,Low,6,7,y,B
5,7/28/2018,4,23,17,Low,Low,6,7,y,B
5,7/29/2018,4,24,17,Low,Low,7,7,n,B
5,7/31/2018,4,26,17,Low,Low,4,4,n,B
5,7/5/2018,1,1,18,High,High,16,16,n,B
5,7/7/2018,1,3,18,High,High,15,15,n,B
5,7/8/2018,1,4,18,High,High,7,11,y,B
5,7/9/2018,1,5,18,High,High,11,11,n,B
5,7/10/2018,1,6,18,High,High,5,8,y,B
5,7/11/2018,1,6,18,High,High,8,8,n,B
5,7/14/2018,2,10,18,High,High,4,5,y,B
5,7/15/2018,2,11,18,High,High,5,5,n,B
5,7/18/2018,3,14,18,High,High,5,5,n,B
5,7/19/2018,3,15,18,High,High,1,5,y,B
5,7/23/2018,3,19,18,High,High,5,5,n,B
5,7/24/2018,3,20,18,High,High,5,5,n,B
5,7/27/2018,4,22,18,High,High,4,4,n,B
5,7/28/2018,4,23,18,High,High,4,4,n,B
5,7/29/2018,4,24,18,High,High,3,3,n,B
5,7/31/2018,4,26,18,High,High,3,3,n,B
6,8/12/2018,1,4,1,Low,Low,8,8,n,A
6,8/15/2018,1,7,1,Low,Low,6,6,n,A
6,8/20/2018,2,12,1,Low,Low,2,2,n,A
6,8/22/2018,2,14,1,Low,Low,1,1,n,A
6,8/12/2018,1,4,2,High,Uncaged,5,6,y,A
6,8/15/2018,1,7,2,High,Uncaged,6,6,n,A
6,8/20/2018,2,12,2,High,Uncaged,2,2,n,A
6,8/22/2018,2,14,2,High,Uncaged,1,1,n,A
6,8/12/2018,1,4,3,Medium,Medium,11,11,n,A
6,8/15/2018,1,7,3,Medium,Medium,8,8,n,A
6,8/20/2018,2,12,3,Medium,Medium,4,4,n,A
6,8/22/2018,2,14,3,Medium,Medium,3,3,n,A
6,8/12/2018,1,4,4,Low,Low,7,7,n,A
6,8/15/2018,1,7,4,Low,Low,6,6,n,A
6,8/20/2018,2,12,4,Low,Low,1,1,n,A
6,8/22/2018,2,14,4,Low,Low,1,1,n,A
6,8/12/2018,1,4,5,High,Uncaged,6,9,y,A
6,8/15/2018,1,7,5,High,Uncaged,9,9,n,A
6,8/20/2018,2,12,5,High,Uncaged,3,4,y,A
6,8/22/2018,2,14,5,High,Uncaged,4,4,n,A
6,8/12/2018,1,4,6,Medium,Medium,7,8,y,A
6,8/15/2018,1,7,6,Medium,Medium,8,8,n,A
6,8/20/2018,2,12,6,Medium,Medium,1,5,y,A
6,8/22/2018,2,14,6,Medium,Medium,5,5,n,A
6,8/12/2018,1,4,7,High,High,3,5,y,A
6,8/15/2018,1,7,7,High,High,5,5,n,A
6,8/20/2018,2,12,7,High,High,5,5,n,A
6,8/22/2018,2,14,7,High,High,4,4,n,A
6,8/12/2018,1,4,8,High,Uncaged,3,8,y,A
6,8/15/2018,1,7,8,High,Uncaged,8,8,n,A
6,8/20/2018,2,12,8,High,Uncaged,5,5,n,A
6,8/22/2018,2,14,8,High,Uncaged,5,5,n,A
6,8/12/2018,1,4,9,Low,Low,11,11,n,A
6,8/15/2018,1,7,9,Low,Low,5,5,n,A
6,8/20/2018,2,12,9,Low,Low,4,4,n,A
6,8/22/2018,2,14,9,Low,Low,4,4,n,A
6,8/12/2018,1,4,10,High,High,4,5,y,A
6,8/15/2018,1,7,10,High,High,5,5,n,A
6,8/20/2018,2,12,10,High,High,2,3,y,A
6,8/22/2018,2,14,10,High,High,3,3,n,A
6,8/12/2018,1,4,11,Medium,Medium,6,6,n,A
6,8/15/2018,1,7,11,Medium,Medium,2,2,n,A
6,8/20/2018,2,12,11,Medium,Medium,1,1,n,A
6,8/22/2018,2,14,11,Medium,Medium,1,1,n,A
6,8/12/2018,1,4,12,High,Uncaged,1,2,y,A
6,8/15/2018,1,7,12,High,Uncaged,2,2,n,A
6,8/20/2018,2,12,12,High,Uncaged,1,1,n,A
6,8/22/2018,2,14,12,High,Uncaged,0,0,n,A
6,8/12/2018,1,4,13,Low,Low,8,8,n,A
6,8/15/2018,1,7,13,Low,Low,4,4,n,A
6,8/20/2018,2,12,13,Low,Low,3,3,n,A
6,8/22/2018,2,14,13,Low,Low,3,3,n,A
6,8/12/2018,1,4,14,Medium,Medium,4,4,n,A
6,8/15/2018,1,7,14,Medium,Medium,1,1,n,A
6,8/20/2018,2,12,14,Medium,Medium,1,1,n,A
6,8/22/2018,2,14,14,Medium,Medium,0,0,n,A
6,8/12/2018,1,4,15,High,High,4,6,y,A
6,8/15/2018,1,7,15,High,High,6,6,n,A
6,8/20/2018,2,12,15,High,High,3,4,y,A
6,8/22/2018,2,14,15,High,High,4,4,n,A
6,8/12/2018,1,4,16,Low,Low,9,9,n,A
6,8/15/2018,1,7,16,Low,Low,4,4,n,A
6,8/20/2018,2,12,16,Low,Low,2,3,y,A
6,8/22/2018,2,14,16,Low,Low,3,3,n,A
6,8/12/2018,1,4,17,High,High,4,5,y,A
6,8/15/2018,1,7,17,High,High,5,5,n,A
6,8/20/2018,2,12,17,High,High,1,2,y,A
6,8/22/2018,2,14,17,High,High,2,2,n,A
6,8/12/2018,1,4,18,Medium,Medium,12,12,n,A
6,8/15/2018,1,7,18,Medium,Medium,7,7,n,A
6,8/20/2018,2,12,18,Medium,Medium,3,3,n,A
6,8/22/2018,2,14,18,Medium,Medium,2,2,n,A
6,8/12/2018,1,4,19,High,Uncaged,2,3,y,A
6,8/15/2018,1,7,19,High,Uncaged,3,3,n,A
6,8/20/2018,2,12,19,High,Uncaged,2,2,n,A
6,8/22/2018,2,14,19,High,Uncaged,1,1,n,A
6,8/12/2018,1,4,20,High,High,5,6,y,A
6,8/15/2018,1,7,20,High,High,6,6,n,A
6,8/20/2018,2,12,20,High,High,4,4,n,A
6,8/22/2018,2,14,20,High,High,3,3,n,A
