Trial,Date,Week,Day,Position,Reef,Treatment,TOL,num.Clutches.day,num.Clutches.original,Egg.count.clutch,Egg.count,Egg count.original,Img,Notes,MB/TG notes,MB/TG count,,,,
5,7/11/2018,1,7,,12,High,1,2,2,,4054,4054,IMG_7705,"pink yolk light and red yolk, don't count eyed up eggs",,,,,,
5,7/11/2018,1,7,,13,Low,3,1,1,,1052,1052,IMG_7728,"all new eggs, pink yolk",,MB,,,,
5,7/11/2018,1,7,,14,Medium,0,0,0,,0,0,0,no eggs,,,,,,
5,7/11/2018,1,7,,15,High,3,1,1,,2448,2448,IMG_7711,"pink yolks are new, don't count anything with eyes",,,,,,
5,7/11/2018,1,7,,16,Medium,5,1,1,,970,970,IMG_7716,"all new eggs, pink yolk",,MB,,,,
5,7/11/2018,1,7,,17,Low,4,1,1,,3355,3355,IMG_7718,"all new eggs: pink yolk light and dark, thinking this is all one clutch, based on the fact that there is lots of overlap in the way they were laid. ",,"MB did this one by hand (I got 3319 by automated count, she got 3355…)",,,,
5,7/11/2018,1,7,,18,High,0,0,0,,0,0,IMG_7723,"Still eggs in tol 3 for this reef, but no new eggs",,,,,,
5,7/14/2018,2,11,,1,High,1,2,2,,6028,6028,IMG_7733,All new eggs. Pink yolk and red yolk. Automated,,GCJ,,,,
5,7/14/2018,2,11,,2,Low,4,2,2,,3319,3319,IMG_7740,"pink yolk and red yolk, don't count anything with eyes",,,,,,
5,7/14/2018,2,11,,3,Medium,2,2,2,,1970,1970,IMG_7743,"pink yolk light and dark, don't count any transparent or red eyed up eggs",,,,,,
5,7/14/2018,2,11,,4,Low,1,2,2,,3006,3006,IMG_7746,"pink yolk light and dark, don't count any transparent or red eyed up eggs",,,,,,
5,7/14/2018,2,11,,5,Medium,3,2,2,,5383,5383,IMG_7752,"pink yolk light and dark, don't count any transparent or red eyed up eggs",,,,,,
5,7/14/2018,2,11,,6,High,1,2?,2?,,1954,1954,IMG_7759,"Need to look at this one again. Thinking I should only count the ones without eyes, but it seems like there are a lot of red eyed up eggs that weren't there previously. I considered counting all of them and then subtracting and counting the difference as the number of new eggs, but that assumes that all of the egs that were there previously are still there now, which is questionable...",,,,,,
5,7/15/2018,2,11,,7,Medium,3,1,1,,1679,1679,IMG_7781,"pink yolk, don't count anything with eyes",,,,,,
5,7/15/2018,2,11,,8,Low,1,2,2,,1519,1519,IMG_7789,"pink yolk and red yolk, don’t' count anything with eyes (transparent and pink yolk eyed up)",,,,,,
5,7/15/2018,2,11,,9,High,0,0,0,,0,0,0,"Still eggs in tol 5 for this reef, but no new eggs",,,,,,
5,7/15/2018,2,11,,10,Medium,0,0,0,,0,0,0,"Still eggs in tol 3 for this reef, but no new eggs",,,,,,
5,7/15/2018,2,11,,11,Low,5,2,2,,4250,4250,IMG_7803,"count pink yolk and red yolk, but not any transparent eyed eggs",,,,,,
5,7/15/2018,2,11,,12,High,0,0,0,,0,0,0,"Still eggs in tol 1 for this reef, but no new eggs",,,,,,
5,7/15/2018,2,11,,13,Low,3,1,1,,677,677,IMG_7814,"pink yolk only, don't count eyed up transparent",,,,,,
5,7/15/2018,2,11,,14,Medium,2,1,1,,937,937,IMG_7822,pink yolk all new,,,,,,
5,7/15/2018,2,11,,14,Medium,4,1,1,,1416,1416,IMG_7825,pink yolk all new,,,,,,
5,7/15/2018,2,11,,15,High,3,1,1,,1630,1630,IMG_7828,"pink yolk only, don't count anything with eyes (transparent eyed or red eyed)",,,,,,
5,7/15/2018,2,11,,16,Medium,5,2,2,,4226,4226,IMG_7835,"pink yolk and red yolk, don't count anything with eyes",,,,,,
5,7/15/2018,2,11,,17,Low,4,2,2,,2269,2269,IMG_7841,"pink yolk and red yolk, don't count transparent eyed up",,,,,,
5,7/15/2018,2,11,,18,High,2,2,2,,1868,1868,IMG_7845,"pink yolk and red yolk, all new",automated,,,,,
5,7/18/2018,2,15,,1,High,0,0,0,,0,0,0,"still eggs there, but no new eggs",,,,,,
5,7/18/2018,2,15,,2,Low,4,2,2,,4190,4190,IMG_7859,"pink yolk light and dark, don't count anything with eyes",,,,,,
5,7/18/2018,2,15,,3,Medium,2,2,2,,4083,4083,IMG_7862,"pink yolk light and dark, don't count anything with eyes",,,,,,
5,7/18/2018,2,15,,4,Low,1,2,2,,3428,3428,IMG_7867,"pink yolk light and dark, don't count anything with eyes",,,,,,
5,7/18/2018,2,15,,5,Medium,3,2,2,,2159,2159,IMG_7879,"pink yolk and red yolk, don't count anything with eyes",,,,,,
5,7/18/2018,2,15,,6,High,1,2,2,,1261,1261,IMG_7885,"pink yolk light and dark, don't dount anything with eyes",,,,,,
5,7/18/2018,2,15,,6,High,5,2,2,,4605,4605,IMG_7890,"pink yolk light and dark, all new",automated,,,,,
5,7/19/2018,2,15,,7,Medium,3,1,1,,3520,3520,IMG_7897,"pink yolk, don't count anything with eyes",,,,,,
5,7/19/2018,2,15,,8,Low,2,1,1,,3857,3857,IMG_7904,"pink yolk, all new",automated,,,,,
5,7/19/2018,2,15,,9,High,5,2,2,,2354,2354,IMG_7909,"pink yolk and eyed up, all new for this week",automated,,,,,
5,7/19/2018,2,15,,10,Medium,1,2,2,,2704,2704,IMG_7914,"pink yolk light and dark, all new",automated,,,,,
5,7/19/2018,2,15,,11,Low,5,2,2,,2121,2121,IMG_7923,"pink yolk light and dark, don’t count anything with eyes",,,,,,
5,7/19/2018,2,15,,12,High,1,2,2,,2502,2502,IMG_7926,"pink yolk light and dark, all new",automated,,,,,
5,7/19/2018,2,15,,13,Low,0,0,0,,,,0,no eggs,,,,,,
5,7/19/2018,2,15,,14,Medium,4,1,1,,1287,1287,IMG_7933,"pink yolk, don't count eyed up eggs (trasparent only)",,,,,,
5,7/19/2018,2,15,,15,High,3,2,2,,4259,4259,IMG_7938,"pink yolk light and dark, don't count anything with eyes",,,,,,
5,7/19/2018,2,15,,16,Medium,5,1,1,,1980,1980,IMG_7940,"pink yolk light, don't count anything with eyes",,,,,,
5,7/19/2018,2,15,,17,Low,4,2,2,,1553,1553,IMG_7943,"pink yolk light and dark, don't count anything with eyes",,,,,,
5,7/19/2018,2,15,,18,High,2,1,1,,710,710,IMG_7946,"pink yolk, don't count anything with eyes",,,,,,
5,7/23/2018,3,20,,1,High,1,1,1,,1463,1463,IMG_7951,"pink yolk, don't count anything with eyes",,,,,,
5,7/23/2018,3,20,,2,Low,4,2,2,,1835,1835,IMG_7956,"pink yolk light and dark, don't count anything with eyes",,,,,,
5,7/23/2018,3,20,,3,Medium,2,1,1,,1613,1613,IMG_7959,"pink yolk, don't count anything with eyes",,,,,,
5,7/23/2018,3,20,,3,Medium,5,1,1,,809,809,IMG_7964,"pink yolk, all new",,,,,,
5,7/23/2018,3,20,,4,Low,1,2,2,,3774,3774,IMG_7969,"pink yolk and red yolk, don’t count anything with eyes",,,,,,
5,7/23/2018,3,20,,5,Medium,3,2,2,,3767,3767,IMG_7975,"pink yolk and red yolk, don't count anything with eyes",,,,,,
5,7/23/2018,3,20,,6,High,5,2,2,,560,560,IMG_7978,"pink yolk and red yolk, don't count anything with eyes",,,,,,
5,7/24/2018,3,20,,7,Medium,3,2,2,,3543,3543,IMG_7994,"pink yolk light and dark, don't count anything with eyes",,,,,,
5,7/24/2018,3,20,,8,Low,0,0,0,,0,0,0,"no new eggs, still previous eggs from TOL 2",,,,,,
5,7/24/2018,3,20,,9,High,5,1,1,,1705,1705,IMG_8003,"pink yolk only, don't coint anything with eyes",,,,,,
5,7/24/2018,3,20,,10,Medium,3,1,1,,1106,1106,IMG_8006,"pink yolk, all new",,,,,,
5,7/24/2018,3,20,,11,Low,0,0,0,,0,0,0,"no new eggs, still previous eggs from tol 5, to clarify: a side by side comparison of the prior week's photo shows a few different eggs in the nest, but I think the number of new eggs is negligible.",,,,,,
5,7/24/2018,3,20,,12,High,0,0,0,,0,0,0,no eggs,,,,,,
5,7/24/2018,3,20,,13,Low,5,1,1,,919,919,IMG_8019,"pink yolk, all new",,,,,,
5,7/24/2018,3,20,,14,Medium,2,2,2,,3989,3989,IMG_8023,"pink yolk and eyed up (few), all new, could automate this one if you erased a lot of the schmutz in the middle of the photo",automated,,,,,
5,7/24/2018,3,20,,15,High,1,1,1,,1050,1050,IMG_8029,"pink yolk, all new, small enough to count by hand",,,,,,
5,7/24/2018,3,20,,15,High,0,0,0,,0,0,0,"no new eggs, still most there from tol 3",,,,,,
5,7/24/2018,3,20,,16,Medium,5,1,1,,4083,4083,IMG_8042,"pink yolk, don't count anything with eyes (teansparent and red eyed up)",,,,,,
5,7/24/2018,3,20,,17,Low,4,1,1,,4118,4118,IMG_8044,"pink yolk, don't count anything with eyes (teansparent and red eyed up)",,,,,,
5,7/24/2018,3,20,,18,High,5,1,1,,669,669,IMG_8059,"eyed up red, all new, still same eggs in TOL 2 for this reef, tol 5 had no eggs previously",,,,,,
5,7/27/2018,4,24,,1,High,0,0,0,,0,0,0,"no new eggs in this nest, still eggs in TOL 1",,,,,,
5,7/27/2018,4,24,,2,Low,4,2,2,,4215,4215,IMG_8084,"pink yolk and red yolk new, don't count anything with eyes",,,,,,
5,7/27/2018,4,24,,3,Medium,2,1,1,,1583,1583,IMG_8086,"pink yolk, don't count anything with eyes",,,,,,
5,7/27/2018,4,24,,3,Medium,5,1,1,,1508,1508,IMG_8091,"pink yolk, don't count anything with eyes",,,,,,
5,7/27/2018,4,24,,4,Low,1,1,1,,268,268,IMG_8094,"pink yolk, don't count anything with eyes",,,,,,
5,7/27/2018,4,24,,5,Medium,2,1,1,,7069,7069,IMG_8099,"pink yolk and red yolk, all new, AUTOMATED count",,,,,,
5,7/24/2018,4,24,,6,High,0,0,0,,0,0,0,"no new eggs, but some eggs still in TOL 5 for reef 6",,,,,,
5,7/25/2018,4,24,,7,Medium,3,1,1,,2579,2579,IMG_8143,"pink yolk only, don't count eyed up transparent",,,,,,
5,7/25/2018,4,24,,8,Low,2,1,1,,2772,2772,IMG_8151,"pink yolk, don't count anything with eyes (transparent and red eyed up)",,,,,,
5,7/25/2018,4,24,,8,Low,4,1,1,,235,235,IMG_8154,"eyed up pink, all new",,,,,,
5,7/25/2018,4,24,,9,High,0,0,0,,0,0,0,still eggs here from previous week in TOL 5 (IMG_8177),,,,,,
5,7/25/2018,4,24,,10,Medium,3,1,1,,761,761,IMG_8180,"pink yolk, don't count anything with eyes",,,,,,
5,7/25/2018,4,24,,11,Low,5,1,1,,1933,1933,IMG_8184,"red yolk, all new",,,,,,
5,7/25/2018,4,24,,12,High,0,0,0,,0,0,0,"no eggs in any TOL's,  likely density dependent, as there were no fish here, might consider taking this nest out of the analysis",,,,,,
5,7/25/2018,4,24,,13,Low,0,0,0,,0,0,0,"no eggs in any TOL's,  likely density dependent, as there were no fish here, might consider taking this nest out of the analysis",,,,,,
5,7/25/2018,4,24,,14,Medium,2,2,2,,3157,3157,IMG_8190,"pink yolk and red yolk, don't count anything with eyes",,,,,,
5,7/25/2018,4,24,,15,High,1,1,1,,1388,1388,IMG_8197,"pink yolk, don't count anything with eyes (teansparent and red eyed up)",,,,,,
5,7/25/2018,4,24,,15,High,3,1,1,,1038,1038,IMG_8202,"pink yolk, all new",,,,,,
5,7/25/2018,4,24,,16,Medium,5,1,1,,1545,1545,IMG_8212,"red yolk, don't count anything with eyes (transparent)",,,,,,
5,7/25/2018,4,24,,17,Low,4,1,1,,102,102,IMG_8216,"very few pink yolks, (~15), might consider marking as 0 for analyses",,,,,,
5,7/25/2018,4,24,,18,High,2,1,1,,1828,1828,IMG_8220,"pink yolk, all new",,,,,,
5,7/30/2018,4,27,,1,High,3,1,1,,1708,1708,IMG_8240,"pink yolk, all new","automated, but changed the particle range from 50-600",,,,,
5,7/30/2018,4,27,,2,Low,4,2,2,,2368,2368,IMG_8246,"pink yolk light and dark, don't count anything with eyes",,,,,,
5,7/30/2018,4,27,,3,Medium,5,1,1,,946,946,IMG_8255,"pink yolk, don't count anything with eyes",,,,,,
5,7/30/2018,4,27,,4,Low,1,2,2,,2433,2433,IMG_8259,"pink yolk light and dark, don't count eyed up eggs (very few)",,,,,,
5,7/30/2018,4,27,,5,Medium,2,1,1,,1274,1274,IMG_8263,"pink yolk, don't count anything with eyes",,,,,,
5,7/30/2018,4,27,,6,High,5,2,2,,2233,2233,IMG_8269,"pink yolk light and dark, don't count anything with eyes",,,,,,
5,7/31/2018,4,27,,7,Medium,3,1,1,,4,4,IMG_8286,"pink yolk, very few eggs",,,,,,
5,7/31/2018,4,27,,8,Low,2,1,1,,3241,3241,IMG_8293,"pink yolk, don't count anything with eyes",,,,,,
5,7/31/2018,4,27,,8,Low,4,1,1,,29,29,IMG_8295,"pink yolk, very few new",,,,,,
5,7/31/2018,4,27,,9,High,5,1,1,,1862,1862,IMG_8276,all new,automated. Thresholded,,,,,
5,7/31/2018,4,27,,10,Medium,0,0,0,,0,0,0,no eggs in any TOL's,,,,,,
5,7/31/2018,4,27,,11,Low,0,0,0,,0,0,0,"no new eggs, but still some in TOL 5 (IMG_8304)",,,,,,
5,7/31/2018,4,27,,12,High,0,0,0,,0,0,0,no eggs in any TOL's,,,,,,
5,7/31/2018,4,27,,13,Low,0,0,0,,0,0,0,no eggs in any TOL's,,,,,,
5,7/31/2018,4,27,,14,Medium,0,0,0,,0,0,0,"no new eggs, but still some in TOL 5 (IMG_8309)",,,,,,
5,7/31/2018,4,27,,15,High,5,1,1,,2338,2338,IMG_8315,"pink yolk light and dark, don't count anything with eyes, there were also eggs in TOL 3 for this nest, but there weren't any new eggs (IMG_8322)",,,,,,
5,7/31/2018,4,27,,16,Medium,0,0,0,,0,0,0,no eggs in any TOL's ,,,,,,
5,7/31/2018,4,27,,17,Low,4,2,2,,5112,5112,IMG_8329,"pink yolk light and dark, don't count eyed up eggs (very few), try to automate",automated,,,,,
5,7/31/2018,4,27,,18,High,0,0,0,,0,0,0,no new eggs in TOL 2 (IMG_8333),,,,,,
6,8/12/2018,1,4,,1,Low,3,2,2,,918,918,IMG_8487,"pink yolk and eyed up pink, all new",automated,,"interesting that by day 4 we're already seeing some with eyes, wondering if temperature if much different for July, and why that might affect development time?",,,
6,8/12/2018,1,4,,2,Control,1,2,2,,3418,3418,IMG_8492,"pink yolk and transparent eyed up, all new",,,,,,
6,8/12/2018,1,4,,3,Medium,5,1,1,,845,845,IMG_8496,"pink yolk, all new. Used particle rang 40-200, and got a better result",,,"automated, but want to check",,,
6,8/12/2018,1,4,,4,Low,2,1,1,,388,388,IMG_8505,"pink yolk, all new",,,"automated, don't need to check",,,
6,8/12/2018,1,4,,5,Control,2,1,1,,2757,2757,IMG_8508,"pink yolk, all new, automated, picked up on 9 objects that were not actually eggs (2766 - 9 = 2757)",,,,,,
6,8/12/2018,1,4,,6,Medium,0,0,0,,0,0,0,no eggs,,,,,,
6,8/12/2018,1,4,,7,High,0,0,0,,0,0,0,no eggs,,,,,,
6,8/12/2018,1,4,,8,Control,5,3,3,,1663,1663,IMG_8523,"pink yolk light and dark, also some eyed up (few), automated. Have TG count",,,,,,
6,8/12/2018,1,4,,9,Low,2,2,2,,1399,1399,IMG_8529,"pink yolk, automated",,,,,,
6,8/12/2018,1,4,,10,High,2,2,2,,3994,3994,IMG_8536,"pink yolk and eyed up transparent, all new, will likely have to count by hand",,,,,,
6,8/12/2018,1,4,,11,Medium,0,0,0,,0,0,0,no eggs,,,,,,
6,8/12/2018,1,4,,12,Control,2,2,2,,667,667,IMG_8543,"pink yolk and eyed up red/transparent, count all",,,,,,
6,8/12/2018,1,4,,13,Low,0,0,0,,0,0,0,no eggs,,,,,,
6,8/12/2018,1,4,,14,Medium,5,2,2,,1016,1016,IMG_8549,"pink yolk and eyed up transparent, all new, wil likely have to count by hand",,,,,,
6,8/12/2018,1,4,,15,High,0,0,0,,0,0,0,no eggs,,,,,,
6,8/12/2018,1,4,,16,Low,1,1,1,,1809,1809,IMG_8558,"all pink, automated, have TG or MB check",,guess: 1600,,,,
6,8/12/2018,1,4,,17,High,0,0,0,,0,0,0,no eggs,,,,,,
6,8/12/2018,1,4,,18,Medium,2,2,2,,5029,5029,IMG_8563,"pink yolk and eyed up, going to have to count manually",,,,,,
6,8/12/2018,1,4,,19,Control,5,1,1,,801,801,IMG_8568,"pink yolk, automated",,guess:1000,,,,
6,8/12/2018,1,4,,20,High,0?,0?,0?,,0,0,0?,"nothing written down on slate, going to assume there were no eggs here?? See next week",,,,,,
6,8/12/2018,1,7,,1,Low,3,1,1,,805,805,IMG_8570,"pink yolk, don't count anything with eyes",,,,,,
6,8/12/2018,1,7,,2,Control,1,1,1,,547,547,IMG_8576,"pink yolk, don't count anything with eyes",,,,,,
6,8/12/2018,1,7,,3,Medium,5,1,1,,676,676,IMG_8580,"pink yolk, all new, few of them, and the lighting is a bit off + schmutz, so it might be better to just hand count",,,,,,
6,8/12/2018,1,7,,4,Low,2,1,1,,609,609,IMG_8591,"pink yolk are new, few of them, don't count eyed up eggs",,,,,,
6,8/12/2018,1,7,,5,Control,2,2,2,,828,828,IMG_8594,"pink yolk and red yolk are new, still mostly eggs from the previous sampling period",,,,,,
6,8/12/2018,1,7,,6,Medium,2,1,1,,537,537,IMG_8599,"pink yolk, all new. Automated",,,,,,
6,8/12/2018,1,7,,7,High,5,1,1,,849,849,IMG_8602,"pink yolk, all new. Automated",,,,,,
6,8/12/2018,1,7,,8,Control,5,1,1,,1956,1956,IMG_8606,"count all pink yolk, nothing with eyes, going to have to count by hand",,,,,,
6,8/12/2018,1,7,,9,Low,2,1,1,,955,955,IMG_8614,"pink yolk new, don't count anything with eyes",,,,,,
6,8/12/2018,1,7,,10,High,2,1,1,,569,569,IMG_8617,"pink yolk new, don't count anything with eyes",,,,,,
6,8/12/2018,1,7,,11,Medium,0,0,0,,0,0,0,"no eggs, likely density dependent",,,,,,
6,8/12/2018,1,7,,12,Control,2,1,1,,281,281,IMG_8625,"pink yolk new (few), don't count eyes",,,,,,
6,8/12/2018,1,7,,13,Low,0,0,0,,0,0,0,no eggs,,,,,,
6,8/12/2018,1,7,,14,Medium,0,0,0,,0,0,0,"no new eggs, but still eggs left in TOL 5 (IMG_8628)",,,,,,
6,8/12/2018,1,7,,15,High,0,0,0,,0,0,0,no eggs,,,,,,
6,8/12/2018,1,7,,16,Low,1,1,1,,1079,1079,IMG_8633,"pink yolk new, don't count anything with eyes",,,,,,
6,8/12/2018,1,7,,17,High,2,1,1,,795,795,IMG_8643,"pink yolk all new. Schmutzy, so count by hand (also only a few)",,,,,,
6,8/12/2018,1,7,,18,Medium,2,1,1,,89,89,IMG_8646,"pink yolk new, don't count anything with eyes",,,,,,
6,8/12/2018,1,7,,19,Control,0,0,0,,0,0,0,no eggs,,,,,,
6,8/12/2018,1,7,,20,High,1,2,2,,1735,1735,IMG_8652,"pink yolk light and dark, all new. Automated Trying to size these as well. Sizing didn't work out so well, need to mess with it a bit more to figure out the best size threshold when you set the scale to cm, might try to set scale to mm instead.",,,,,,
6,8/20/2018,2,12,,1,Low,0,0,0,,0,0,0,no new eggs in TOL 3 (IMG_8664),,,,,,
6,8/20/2018,2,12,,2,Control,2,1,1,,462,462,IMG_8671,"pink yolk new, don't count anything with eyes",,,,,,
6,8/20/2018,2,12,,3,Medium,4,2,2,,599,599,IMG_8677,"pink yolk and eyed up trasparent both new, COUNT ALL",,,,,,
6,8/20/2018,2,12,,4,Low,0,0,0,,0,0,0,no eggs in any TOL's ,,,,,,
6,8/20/2018,2,12,,5,Control,2,1,1,,432,432,IMG_8680,"pink yolk new, don't count anything with eyes",,,,,,
6,8/20/2018,2,12,,6,Medium,0,0,0,,0,0,0,no new eggs in TOL 2 (IMG_8684),,,,,,
6,8/20/2018,2,12,,7,High,5,1,1,,689,689,IMG_8690,"pink yolk new, don't count anything with eyes (pink eyed up and transparent)",,,,,,
6,8/20/2018,2,12,,8,Control,2,1,1,,865,865,IMG_8700,"pink yolk, all new, count by hand, too much schmutz to get an accurate count",,,,,,
6,8/20/2018,2,12,,9,Low,2,2,2,,1470,1470,IMG_8714,"pink yolk light and dark, don't count anything with eyes",MB,,,,,
6,8/20/2018,2,12,,10,High,3,2,2,,746,746,IMG_8719,"pink yolk and eyed up transparent, COUNT ALL",MB,,,,,
6,8/20/2018,2,12,,11,Medium,0,0,0,,0,0,0,no eggs in any TOL's ,,,,,,
6,8/20/2018,2,12,,12,Control,0,0,0,,0,0,0,no eggs in any TOL's ,,,,,,
6,8/20/2018,2,12,,13,Low,0,0,0,,0,0,0,no eggs in any TOL's ,,,,,,
6,8/20/2018,2,12,,14,Medium,0,0,0,,0,0,0,no eggs in any TOL's ,,,,,,
6,8/20/2018,2,12,,15,High,2,1,1,,500,500,IMG_8729,"eyed up transparent, all new COUNT ALL",,,,,,
6,8/20/2018,2,12,,16,Low,0,0,0,,0,0,0,"Still eggs in tol 1 for this reef, but no new eggs (IMG_8733)",,,,,,
6,8/20/2018,2,12,,17,High,2,1,1,,658,658,IMG_8739,"pink yolk, few eggs, all new, don't count anything with eyes",,,,,,
6,8/20/2018,2,12,,18,Medium,0,0,0,,0,0,0,no eggs in any TOL's ,,,,,,
6,8/20/2018,2,12,,19,Control,0,0,0,,0,0,0,no eggs in any TOL's ,,,,,,
6,8/22/2018,2,12,,20,High,1,1,1,,567,567,IMG_8744,"pink yolk new, don't count anything with eyes",,,,,,
6,8/22/2018,2,14,,1,Low,0,0,0,,0,0,0,no eggs in any TOL's,,,,,,
6,8/22/2018,2,14,,2,Control,1,1,1,,353,353,IMG_8754,pink yolk all new,,,,,,
6,8/22/2018,2,14,,3,Medium,5,1,1,,674,674,IMG_8760,pink yolk all new,,,,,,
6,8/22/2018,2,14,,4,Low,0,0,0,,0,0,0,no eggs in any TOL's,,,,,,
6,8/22/2018,2,14,,5,Control,2,2,2,,1420,1420,IMG_8764,"pink yolk light and dark, don't count anything with eyes",,,,,,
6,8/22/2018,2,14,,6,Medium,3,1,1,,1259,1259,IMG_8771,"pink yolk, all new, will be a little tough to count the eggs up near the top with CCA there, but there are eggs there…good boy george shooting a closeup!!!",,,,,,
6,8/22/2018,2,14,,7,High,0,0,0,,0,0,0,"no new eggs in this nest, the pink eggs from 2 days prior are still there in TOL 5 (IMG_8775)",,,,,,
6,8/22/2018,2,14,,8,Control,2,1,1,,534,534,IMG_8781,"pink yolk all new? There seem to be more eggs laid in this nest from the previous nest photo, but they are the same stage of development 2 days later? I would count them all as new",,,,,,
6,8/22/2018,2,14,,9,Low,0,0,0,,0,0,0,"no new eggs in TOL 2, just more developed, with a few eggs that have left the nest (IMG_8786)",,,,,,
6,8/22/2018,2,14,,10,High,0,0,0,,0,0,0,no new eggs in TOL 3 (IMG_8792),,,,,,
6,8/22/2018,2,14,,11,Medium,0,0,0,,0,0,0,no eggs in any TOL's,,,,,,
6,8/22/2018,2,14,,12,Control,0,0,0,,0,0,0,no eggs in any TOL's,,,,,,
6,8/22/2018,2,14,,13,Low,4,1,1,,844,844,IMG_8797,"pink yolk, all new",,,,,,
6,8/22/2018,2,14,,14,Medium,0,0,0,,0,0,0,no eggs in any TOL's,,,,,,
6,8/22/2018,2,14,,15,High,2,1,1,,1176,1176,IMG_8806,"pink yolk, all new, automate?",,,,,,
6,8/22/2018,2,14,,16,Low,1,1,1,,1192,1192,IMG_8809,"pink yolk new, don't count anything with eyes",,,,,,
6,8/22/2018,2,14,,17,High,0,0,0,,0,0,0,"no new eggs, still eggs in TOL 2 (IMG_8815)",,,,,,
6,8/22/2018,2,14,,18,Medium,5,1,1,,808,808,IMG_8821,"pink yolk, all new",,,,,,
6,8/22/2018,2,14,,19,Control,3,1,1,,669,669,IMG_8834,"pink yolk, all new, note the eggs that are at the top of the nest",,,,,,
6,8/22/2018,2,14,,20,High,1,1,1,,1212,1212,IMG_8840,"pink yolk all new, don't count anything with eyes, pretty good image of eggs that were there one day, and then the same eggs were there 2 days later",,,,,,
1,,1,Day 1,Front,1,Low,3,2,,,3912,,,,,,,,,
1,,1,Day 1,Front,2,Medium,NA,0,,,0,,,,,,,,,
1,,1,Day 1,Front,3,Low,4,3,,,6263,,,,,,,,,
1,,1,Day 1,Front,4,High,1,1,,,3054,,,,,,,,,
1,,1,Day 1,Front,5,Medium,1,1,,,5781,,,,,,,,,
1,,1,Day 1,Front,6,High,1,2,,,3819,,,,,,,,,
1,,1,Day 1,Front,6,High,5,1,,,1278,,,,,,,,,
1,,1,Day 1,Middle,7,Medium,4,3,,,4863,,,,,,,,,
1,,1,Day 1,Middle,8,Low,1,2,,,2789,,,,,,,,,
1,,1,Day 1,Middle,9,High,NA,0,,,0,,,,,,,,,
1,,1,Day 1,Middle,10,Low,NA,0,,,0,,,,,,,,,
1,,1,Day 1,Middle,11,Medium,4,2,,,2185,,,,,,,,,
1,,1,Day 1,Middle,12,High,2,3,,,5576,,,,,,,,,
1,,1,Day 1,Back,13,Low,1,1,,,2243,,,,,,,,,
1,,1,Day 1,Back,14,Medium,2,1,,,451,,,,,,,,,
1,,1,Day 1,Back,15,High,NA,0,,,0,,,,,,,,,
1,,1,Day 1,Back,16,Low,4,2,,,557,,,,,,,,,
1,,1,Day 1,Back,17,Medium,4,2,,,2892,,,,,,,,,
1,,1,Day 1,Back,18,High,4,2,,,1379,,,,,,,,,
1,,1,Day 2,Front,1,Low,3,2,,,4026,,,,,,,,,
1,,1,Day 2,Front,2,Medium,3,1,,,1670,,,,,,,,,
1,,1,Day 2,Front,3,Low,2,3,,,5043,,,,,,,,,
1,,1,Day 2,Front,3,Low,4,1,,,14,,,,,,,,,
1,,1,Day 2,Front,4,High,NA,0,,,0,,,,,,,,,
1,,1,Day 2,Front,5,Medium,1,2,,,4019,,,,,,,,,
1,,1,Day 2,Front,6,High,NA,0,,,0,,,,,,,,,
1,,1,Day 2,Middle,7,Medium,4,1,,,2486,,,,,,,,,
1,,1,Day 2,Middle,8,Low,1,1,,,798,,,,,,,,,
1,,1,Day 2,Middle,9,High,5,2,,,2669,,,,,,,,,
1,,1,Day 2,Middle,10,Low,NA,0,,,0,,,,,,,,,
1,,1,Day 2,Middle,11,Medium,4,3,,,2,,,,,,,,,
1,,1,Day 2,Middle,12,High,2,4,,,1471,,,,,,,,,
1,,1,Day 2,Middle,12,High,4,1,,,83,,,,,,,,,
1,,1,Day 2,Back,13,Low,NA,0,,,0,,,,,,,,,
1,,1,Day 2,Back,14,Medium,NA,0,,,0,,,,,,,,,
1,,1,Day 2,Back,15,High,NA,0,,,0,,,,,,,,,
1,,1,Day 2,Back,16,Low,NA,0,,,0,,,,,,,,,
1,,1,Day 2,Back,17,Medium,NA,0,,,0,,,,,,,,,
1,,1,Day 2,Back,18,High,NA,0,,,0,,,,,,,,,
2,,1,Day 1,Front,1,Medium,NA,0,,,0,,,,,,,,,
2,,1,Day 2,Front,1,Medium,NA,0,,,0,,,,,,,,,
2,,1,Day 1,Front,2,Low,2,3,,,4439,,,,,,,,,
2,,1,Day 2,Front,2,Low,1,1,,,734,,,,,,,,,
2,,1,Day 1,Front,3,High,5,3,,,672,,,,,,,,,
2,,1,Day 1,Front,3,High,3,3,,,458,,,,,,,,,
2,,1,Day 2,Front,3,High,NA,0,,,0,,,,,,,,,
2,,1,Day 1,Front,4,Medium,NA,0,,,0,,,,,,,,,
2,,1,Day 2,Front,4,Medium,NA,0,,,0,,,,,,,,,
2,,1,Day 1,Front,5,High,2,1,,,1412,,,,,,,,,
2,,1,Day 1,Front,5,High,4,3,,,1684,,,,,,,,,
2,,1,Day 2,Front,5,High,2,4,,,2841,,,,,,,,,
2,,1,Day 1,Front,6,Low,5,3,,,426,,,,,,,,,
2,,1,Day 2,Front,6,Low,NA,0,,,0,,,,,,,,,
2,,1,Day 1,Middle,7,Medium,3,2,,,5179,,,,,,,,,
2,,1,Day 2,Middle,7,Medium,3,2,,,738,,,,,,,,,
