"Plot Title: 20181764"
"#","Date","Time, GMT-07:00","Temp, °F (LGR S/N: 20181764, SEN S/N: 20181764)","Host Connected (LGR S/N: 20181764)","Coupler Attached (LGR S/N: 20181764)","Stopped (LGR S/N: 20181764)","End Of File (LGR S/N: 20181764)"
549,07/15/18,06:00:00 PM,68.421,,,,
550,07/15/18,06:30:00 PM,64.652,,,,
551,07/15/18,07:00:00 PM,67.564,,,,
552,07/15/18,07:30:00 PM,67.906,,,,
553,07/15/18,08:00:00 PM,68.248,,,,
554,07/15/18,08:30:00 PM,68.077,,,,
555,07/15/18,09:00:00 PM,65.338,,,,
556,07/15/18,09:30:00 PM,65.680,,,,
557,07/15/18,10:00:00 PM,66.193,,,,
558,07/15/18,10:30:00 PM,66.879,,,,
559,07/15/18,11:00:00 PM,66.708,,,,
560,07/15/18,11:30:00 PM,66.193,,,,
561,07/16/18,12:00:00 AM,64.652,,,,
562,07/16/18,12:30:00 AM,66.193,,,,
563,07/16/18,01:00:00 AM,66.879,,,,
564,07/16/18,01:30:00 AM,65.851,,,,
565,07/16/18,02:00:00 AM,68.248,,,,
566,07/16/18,02:30:00 AM,67.564,,,,
567,07/16/18,03:00:00 AM,65.680,,,,
568,07/16/18,03:30:00 AM,67.050,,,,
569,07/16/18,04:00:00 AM,68.421,,,,
570,07/16/18,04:30:00 AM,68.077,,,,
571,07/16/18,05:00:00 AM,68.763,,,,
572,07/16/18,05:30:00 AM,68.934,,,,
573,07/16/18,06:00:00 AM,68.934,,,,
574,07/16/18,06:30:00 AM,68.934,,,,
575,07/16/18,07:00:00 AM,67.392,,,,
576,07/16/18,07:30:00 AM,66.708,,,,
577,07/16/18,08:00:00 AM,67.050,,,,
578,07/16/18,08:30:00 AM,64.139,,,,
579,07/16/18,09:00:00 AM,64.996,,,,
580,07/16/18,09:30:00 AM,65.167,,,,
581,07/16/18,10:00:00 AM,65.680,,,,
582,07/16/18,10:30:00 AM,65.851,,,,
583,07/16/18,11:00:00 AM,61.227,,,,
584,07/16/18,11:30:00 AM,61.569,,,,
585,07/16/18,12:00:00 PM,62.425,,,,
586,07/16/18,12:30:00 PM,63.968,,,,
587,07/16/18,01:00:00 PM,62.083,,,,
588,07/16/18,01:30:00 PM,65.851,,,,
589,07/16/18,02:00:00 PM,66.537,,,,
590,07/16/18,02:30:00 PM,67.221,,,,
591,07/16/18,03:00:00 PM,68.248,,,,
592,07/16/18,03:30:00 PM,66.879,,,,
593,07/16/18,04:00:00 PM,65.509,,,,
594,07/16/18,04:30:00 PM,64.825,,,,
595,07/16/18,05:00:00 PM,67.906,,,,
596,07/16/18,05:30:00 PM,68.592,,,,
597,07/16/18,06:00:00 PM,69.449,,,,
598,07/16/18,06:30:00 PM,69.107,,,,
599,07/16/18,07:00:00 PM,69.449,,,,
600,07/16/18,07:30:00 PM,69.793,,,,
601,07/16/18,08:00:00 PM,67.564,,,,
602,07/16/18,08:30:00 PM,68.934,,,,
603,07/16/18,09:00:00 PM,68.763,,,,
604,07/16/18,09:30:00 PM,68.934,,,,
605,07/16/18,10:00:00 PM,69.107,,,,
606,07/16/18,10:30:00 PM,69.449,,,,
607,07/16/18,11:00:00 PM,69.449,,,,
608,07/16/18,11:30:00 PM,69.622,,,,
609,07/17/18,12:00:00 AM,69.793,,,,
610,07/17/18,12:30:00 AM,69.278,,,,
611,07/17/18,01:00:00 AM,67.392,,,,
612,07/17/18,01:30:00 AM,69.107,,,,
613,07/17/18,02:00:00 AM,69.107,,,,
614,07/17/18,02:30:00 AM,69.449,,,,
615,07/17/18,03:00:00 AM,68.763,,,,
616,07/17/18,03:30:00 AM,68.077,,,,
617,07/17/18,04:00:00 AM,65.509,,,,
618,07/17/18,04:30:00 AM,65.509,,,,
619,07/17/18,05:00:00 AM,68.592,,,,
620,07/17/18,05:30:00 AM,69.107,,,,
621,07/17/18,06:00:00 AM,69.278,,,,
622,07/17/18,06:30:00 AM,69.278,,,,
623,07/17/18,07:00:00 AM,69.107,,,,
624,07/17/18,07:30:00 AM,68.934,,,,
625,07/17/18,08:00:00 AM,69.107,,,,
626,07/17/18,08:30:00 AM,69.278,,,,
627,07/17/18,09:00:00 AM,66.366,,,,
628,07/17/18,09:30:00 AM,64.481,,,,
629,07/17/18,10:00:00 AM,64.139,,,,
630,07/17/18,10:30:00 AM,64.652,,,,
631,07/17/18,11:00:00 AM,64.996,,,,
632,07/17/18,11:30:00 AM,62.769,,,,
633,07/17/18,12:00:00 PM,62.598,,,,
634,07/17/18,12:30:00 PM,63.282,,,,
635,07/17/18,01:00:00 PM,62.254,,,,
636,07/17/18,01:30:00 PM,63.282,,,,
637,07/17/18,02:00:00 PM,61.741,,,,
638,07/17/18,02:30:00 PM,63.455,,,,
639,07/17/18,03:00:00 PM,63.282,,,,
640,07/17/18,03:30:00 PM,63.111,,,,
641,07/17/18,04:00:00 PM,64.139,,,,
642,07/17/18,04:30:00 PM,64.310,,,,
643,07/17/18,05:00:00 PM,64.996,,,,
644,07/17/18,05:30:00 PM,66.022,,,,
645,07/17/18,06:00:00 PM,66.537,,,,
646,07/17/18,06:30:00 PM,67.392,,,,
647,07/17/18,07:00:00 PM,68.592,,,,
648,07/17/18,07:30:00 PM,68.934,,,,
649,07/17/18,08:00:00 PM,68.934,,,,
650,07/17/18,08:30:00 PM,68.934,,,,
651,07/17/18,09:00:00 PM,68.592,,,,
652,07/17/18,09:30:00 PM,68.763,,,,
653,07/17/18,10:00:00 PM,66.708,,,,
654,07/17/18,10:30:00 PM,68.421,,,,
655,07/17/18,11:00:00 PM,66.537,,,,
656,07/17/18,11:30:00 PM,66.537,,,,
657,07/18/18,12:00:00 AM,63.282,,,,
658,07/18/18,12:30:00 AM,66.537,,,,
659,07/18/18,01:00:00 AM,67.564,,,,
660,07/18/18,01:30:00 AM,66.366,,,,
661,07/18/18,02:00:00 AM,63.626,,,,
662,07/18/18,02:30:00 AM,66.879,,,,
663,07/18/18,03:00:00 AM,66.708,,,,
664,07/18/18,03:30:00 AM,64.139,,,,
665,07/18/18,04:00:00 AM,62.254,,,,
666,07/18/18,04:30:00 AM,64.652,,,,
667,07/18/18,05:00:00 AM,67.050,,,,
668,07/18/18,05:30:00 AM,67.564,,,,
669,07/18/18,06:00:00 AM,67.050,,,,
670,07/18/18,06:30:00 AM,67.564,,,,
671,07/18/18,07:00:00 AM,67.735,,,,
672,07/18/18,07:30:00 AM,67.735,,,,
673,07/18/18,08:00:00 AM,67.735,,,,
674,07/18/18,08:30:00 AM,66.708,,,,
675,07/18/18,09:00:00 AM,68.592,,,,
676,07/18/18,09:30:00 AM,68.077,,,,
677,07/18/18,10:00:00 AM,66.879,,,,
678,07/18/18,10:30:00 AM,66.708,,,,
679,07/18/18,11:00:00 AM,63.455,,,,
680,07/18/18,11:30:00 AM,63.626,,,,
681,07/18/18,12:00:00 PM,63.455,,,,
682,07/18/18,12:30:00 PM,63.626,,,,
683,07/18/18,01:00:00 PM,66.879,,,,
684,07/18/18,01:30:00 PM,64.481,,,,
685,07/18/18,02:00:00 PM,63.968,,,,
686,07/18/18,02:30:00 PM,67.392,,,,
687,07/18/18,03:00:00 PM,67.050,,,,
688,07/18/18,03:30:00 PM,65.509,,,,
689,07/18/18,04:00:00 PM,64.996,,,,
690,07/18/18,04:30:00 PM,65.167,,,,
691,07/18/18,05:00:00 PM,65.851,,,,
692,07/18/18,05:30:00 PM,65.680,,,,
693,07/18/18,06:00:00 PM,63.797,,,,
694,07/18/18,06:30:00 PM,63.455,,,,
695,07/18/18,07:00:00 PM,68.592,,,,
696,07/18/18,07:30:00 PM,68.763,,,,
697,07/18/18,08:00:00 PM,68.248,,,,
698,07/18/18,08:30:00 PM,68.077,,,,
699,07/18/18,09:00:00 PM,68.248,,,,
700,07/18/18,09:30:00 PM,67.221,,,,
701,07/18/18,10:00:00 PM,65.851,,,,
702,07/18/18,10:30:00 PM,64.139,,,,
703,07/18/18,11:00:00 PM,66.366,,,,
704,07/18/18,11:30:00 PM,67.564,,,,
705,07/19/18,12:00:00 AM,66.193,,,,
706,07/19/18,12:30:00 AM,66.366,,,,
707,07/19/18,01:00:00 AM,68.077,,,,
708,07/19/18,01:30:00 AM,67.906,,,,
709,07/19/18,02:00:00 AM,68.077,,,,
710,07/19/18,02:30:00 AM,69.107,,,,
711,07/19/18,03:00:00 AM,68.077,,,,
712,07/19/18,03:30:00 AM,68.248,,,,
713,07/19/18,04:00:00 AM,67.906,,,,
714,07/19/18,04:30:00 AM,66.708,,,,
715,07/19/18,05:00:00 AM,68.934,,,,
716,07/19/18,05:30:00 AM,69.107,,,,
717,07/19/18,06:00:00 AM,68.248,,,,
718,07/19/18,06:30:00 AM,68.763,,,,
719,07/19/18,07:00:00 AM,68.763,,,,
720,07/19/18,07:30:00 AM,68.763,,,,
721,07/19/18,08:00:00 AM,68.763,,,,
722,07/19/18,08:30:00 AM,69.107,,,,
723,07/19/18,09:00:00 AM,69.449,,,,
724,07/19/18,09:30:00 AM,68.592,,,,
725,07/19/18,10:00:00 AM,67.221,,,,
726,07/19/18,10:30:00 AM,66.193,,,,
727,07/19/18,11:00:00 AM,64.996,,,,
728,07/19/18,11:30:00 AM,64.481,,,,
729,07/19/18,12:00:00 PM,66.193,,,,
730,07/19/18,12:30:00 PM,67.564,,,,
731,07/19/18,01:00:00 PM,65.509,,,,
732,07/19/18,01:30:00 PM,65.167,,,,
733,07/19/18,02:00:00 PM,67.392,,,,
734,07/19/18,02:30:00 PM,69.107,,,,
735,07/19/18,03:00:00 PM,66.537,,,,
736,07/19/18,03:30:00 PM,65.509,,,,
737,07/19/18,04:00:00 PM,64.825,,,,
738,07/19/18,04:30:00 PM,64.310,,,,
739,07/19/18,05:00:00 PM,66.193,,,,
740,07/19/18,05:30:00 PM,64.652,,,,
741,07/19/18,06:00:00 PM,64.139,,,,
742,07/19/18,06:30:00 PM,66.537,,,,
743,07/19/18,07:00:00 PM,66.879,,,,
744,07/19/18,07:30:00 PM,66.537,,,,
745,07/19/18,08:00:00 PM,68.421,,,,
746,07/19/18,08:30:00 PM,68.763,,,,
747,07/19/18,09:00:00 PM,69.278,,,,
748,07/19/18,09:30:00 PM,69.278,,,,
749,07/19/18,10:00:00 PM,69.622,,,,
750,07/19/18,10:30:00 PM,69.793,,,,
751,07/19/18,11:00:00 PM,69.964,,,,
752,07/19/18,11:30:00 PM,69.964,,,,
753,07/20/18,12:00:00 AM,69.964,,,,
754,07/20/18,12:30:00 AM,69.622,,,,
755,07/20/18,01:00:00 AM,69.622,,,,
756,07/20/18,01:30:00 AM,69.622,,,,
757,07/20/18,02:00:00 AM,69.793,,,,
758,07/20/18,02:30:00 AM,68.934,,,,
759,07/20/18,03:00:00 AM,69.622,,,,
760,07/20/18,03:30:00 AM,69.449,,,,
761,07/20/18,04:00:00 AM,69.278,,,,
762,07/20/18,04:30:00 AM,69.449,,,,
763,07/20/18,05:00:00 AM,68.592,,,,
764,07/20/18,05:30:00 AM,69.278,,,,
765,07/20/18,06:00:00 AM,69.793,,,,
766,07/20/18,06:30:00 AM,69.964,,,,
767,07/20/18,07:00:00 AM,69.964,,,,
768,07/20/18,07:30:00 AM,70.137,,,,
769,07/20/18,08:00:00 AM,70.137,,,,
770,07/20/18,08:30:00 AM,70.308,,,,
771,07/20/18,09:00:00 AM,70.308,,,,
772,07/20/18,09:30:00 AM,70.308,,,,
773,07/20/18,10:00:00 AM,70.308,,,,
774,07/20/18,10:30:00 AM,66.879,,,,
775,07/20/18,11:00:00 AM,66.366,,,,
776,07/20/18,11:30:00 AM,65.851,,,,
777,07/20/18,12:00:00 PM,66.708,,,,
778,07/20/18,12:30:00 PM,65.167,,,,
779,07/20/18,01:00:00 PM,64.825,,,,
780,07/20/18,01:30:00 PM,63.797,,,,
781,07/20/18,02:00:00 PM,64.825,,,,
782,07/20/18,02:30:00 PM,66.193,,,,
783,07/20/18,03:00:00 PM,64.996,,,,
784,07/20/18,03:30:00 PM,64.139,,,,
785,07/20/18,04:00:00 PM,63.968,,,,
786,07/20/18,04:30:00 PM,64.481,,,,
787,07/20/18,05:00:00 PM,63.968,,,,
788,07/20/18,05:30:00 PM,62.940,,,,
789,07/20/18,06:00:00 PM,62.940,,,,
790,07/20/18,06:30:00 PM,63.455,,,,
791,07/20/18,07:00:00 PM,63.626,,,,
792,07/20/18,07:30:00 PM,67.050,,,,
793,07/20/18,08:00:00 PM,68.248,,,,
794,07/20/18,08:30:00 PM,68.592,,,,
795,07/20/18,09:00:00 PM,68.934,,,,
796,07/20/18,09:30:00 PM,69.278,,,,
797,07/20/18,10:00:00 PM,69.278,,,,
798,07/20/18,10:30:00 PM,69.449,,,,
799,07/20/18,11:00:00 PM,69.622,,,,
800,07/20/18,11:30:00 PM,69.622,,,,
801,07/21/18,12:00:00 AM,69.278,,,,
802,07/21/18,12:30:00 AM,69.107,,,,
803,07/21/18,01:00:00 AM,69.278,,,,
804,07/21/18,01:30:00 AM,69.278,,,,
805,07/21/18,02:00:00 AM,69.107,,,,
806,07/21/18,02:30:00 AM,69.449,,,,
807,07/21/18,03:00:00 AM,69.964,,,,
808,07/21/18,03:30:00 AM,68.077,,,,
809,07/21/18,04:00:00 AM,68.421,,,,
810,07/21/18,04:30:00 AM,67.564,,,,
811,07/21/18,05:00:00 AM,66.022,,,,
812,07/21/18,05:30:00 AM,63.968,,,,
813,07/21/18,06:00:00 AM,66.708,,,,
814,07/21/18,06:30:00 AM,68.934,,,,
815,07/21/18,07:00:00 AM,68.421,,,,
816,07/21/18,07:30:00 AM,68.592,,,,
817,07/21/18,08:00:00 AM,69.107,,,,
818,07/21/18,08:30:00 AM,69.449,,,,
819,07/21/18,09:00:00 AM,69.793,,,,
820,07/21/18,09:30:00 AM,69.793,,,,
821,07/21/18,10:00:00 AM,70.137,,,,
822,07/21/18,10:30:00 AM,70.308,,,,
823,07/21/18,11:00:00 AM,70.651,,,,
824,07/21/18,11:30:00 AM,70.651,,,,
825,07/21/18,12:00:00 PM,70.824,,,,
826,07/21/18,12:30:00 PM,69.107,,,,
827,07/21/18,01:00:00 PM,69.793,,,,
828,07/21/18,01:30:00 PM,68.248,,,,
829,07/21/18,02:00:00 PM,71.168,,,,
830,07/21/18,02:30:00 PM,68.763,,,,
831,07/21/18,03:00:00 PM,69.622,,,,
832,07/21/18,03:30:00 PM,67.564,,,,
833,07/21/18,04:00:00 PM,68.592,,,,
834,07/21/18,04:30:00 PM,69.278,,,,
835,07/21/18,05:00:00 PM,67.735,,,,
836,07/21/18,05:30:00 PM,66.537,,,,
837,07/21/18,06:00:00 PM,63.455,,,,
838,07/21/18,06:30:00 PM,64.310,,,,
839,07/21/18,07:00:00 PM,64.652,,,,
840,07/21/18,07:30:00 PM,64.481,,,,
841,07/21/18,08:00:00 PM,69.793,,,,
842,07/21/18,08:30:00 PM,70.480,,,,
843,07/21/18,09:00:00 PM,70.995,,,,
844,07/21/18,09:30:00 PM,71.168,,,,
845,07/21/18,10:00:00 PM,70.824,,,,
846,07/21/18,10:30:00 PM,70.995,,,,
847,07/21/18,11:00:00 PM,71.168,,,,
848,07/21/18,11:30:00 PM,71.168,,,,
849,07/22/18,12:00:00 AM,71.168,,,,
850,07/22/18,12:30:00 AM,70.995,,,,
851,07/22/18,01:00:00 AM,71.168,,,,
852,07/22/18,01:30:00 AM,70.995,,,,
853,07/22/18,02:00:00 AM,70.995,,,,
854,07/22/18,02:30:00 AM,70.651,,,,
855,07/22/18,03:00:00 AM,70.824,,,,
856,07/22/18,03:30:00 AM,70.824,,,,
857,07/22/18,04:00:00 AM,70.824,,,,
858,07/22/18,04:30:00 AM,70.651,,,,
859,07/22/18,05:00:00 AM,67.564,,,,
860,07/22/18,05:30:00 AM,69.107,,,,
861,07/22/18,06:00:00 AM,67.221,,,,
862,07/22/18,06:30:00 AM,67.221,,,,
863,07/22/18,07:00:00 AM,68.763,,,,
864,07/22/18,07:30:00 AM,69.278,,,,
865,07/22/18,08:00:00 AM,68.248,,,,
866,07/22/18,08:30:00 AM,69.793,,,,
867,07/22/18,09:00:00 AM,70.308,,,,
868,07/22/18,09:30:00 AM,70.480,,,,
869,07/22/18,10:00:00 AM,70.824,,,,
870,07/22/18,10:30:00 AM,69.278,,,,
871,07/22/18,11:00:00 AM,70.995,,,,
872,07/22/18,11:30:00 AM,71.512,,,,
873,07/22/18,12:00:00 PM,69.793,,,,
874,07/22/18,12:30:00 PM,68.077,,,,
875,07/22/18,01:00:00 PM,67.735,,,,
876,07/22/18,01:30:00 PM,69.622,,,,
877,07/22/18,02:00:00 PM,71.339,,,,
878,07/22/18,02:30:00 PM,68.592,,,,
879,07/22/18,03:00:00 PM,70.651,,,,
880,07/22/18,03:30:00 PM,68.421,,,,
881,07/22/18,04:00:00 PM,68.248,,,,
882,07/22/18,04:30:00 PM,68.421,,,,
883,07/22/18,05:00:00 PM,71.168,,,,
884,07/22/18,05:30:00 PM,68.934,,,,
885,07/22/18,06:00:00 PM,66.193,,,,
886,07/22/18,06:30:00 PM,66.366,,,,
887,07/22/18,07:00:00 PM,67.564,,,,
888,07/22/18,07:30:00 PM,67.392,,,,
889,07/22/18,08:00:00 PM,67.050,,,,
890,07/22/18,08:30:00 PM,67.906,,,,
891,07/22/18,09:00:00 PM,69.793,,,,
892,07/22/18,09:30:00 PM,70.308,,,,
893,07/22/18,10:00:00 PM,70.480,,,,
894,07/22/18,10:30:00 PM,70.995,,,,
895,07/22/18,11:00:00 PM,71.168,,,,
896,07/22/18,11:30:00 PM,70.995,,,,
897,07/23/18,12:00:00 AM,70.995,,,,
898,07/23/18,12:30:00 AM,70.995,,,,
899,07/23/18,01:00:00 AM,71.168,,,,
900,07/23/18,01:30:00 AM,71.168,,,,
901,07/23/18,02:00:00 AM,71.168,,,,
902,07/23/18,02:30:00 AM,71.168,,,,
903,07/23/18,03:00:00 AM,71.168,,,,
904,07/23/18,03:30:00 AM,71.168,,,,
905,07/23/18,04:00:00 AM,71.168,,,,
906,07/23/18,04:30:00 AM,70.995,,,,
907,07/23/18,05:00:00 AM,70.995,,,,
908,07/23/18,05:30:00 AM,71.168,,,,
909,07/23/18,06:00:00 AM,69.449,,,,
910,07/23/18,06:30:00 AM,70.651,,,,
911,07/23/18,07:00:00 AM,70.308,,,,
912,07/23/18,07:30:00 AM,70.651,,,,
913,07/23/18,08:00:00 AM,70.824,,,,
914,07/23/18,08:30:00 AM,70.651,,,,
915,07/23/18,09:00:00 AM,70.651,,,,
916,07/23/18,09:30:00 AM,70.995,,,,
917,07/23/18,10:00:00 AM,70.995,,,,
918,07/23/18,10:30:00 AM,71.512,,,,
919,07/23/18,11:00:00 AM,71.339,,,,
920,07/23/18,11:30:00 AM,70.995,,,,
921,07/23/18,12:00:00 PM,71.168,,,,
922,07/23/18,12:30:00 PM,71.683,,,,
923,07/23/18,01:00:00 PM,72.199,,,,
924,07/23/18,01:30:00 PM,72.199,,,,
925,07/23/18,02:00:00 PM,71.683,,,,
926,07/23/18,02:30:00 PM,69.278,,,,
927,07/23/18,03:00:00 PM,68.763,,,,
928,07/23/18,03:30:00 PM,68.077,,,,
929,07/23/18,04:00:00 PM,68.421,,,,
930,07/23/18,04:30:00 PM,70.308,,,,
931,07/23/18,05:00:00 PM,69.964,,,,
932,07/23/18,05:30:00 PM,69.278,,,,
933,07/23/18,06:00:00 PM,68.934,,,,
934,07/23/18,06:30:00 PM,68.421,,,,
935,07/23/18,07:00:00 PM,67.392,,,,
936,07/23/18,07:30:00 PM,67.735,,,,
937,07/23/18,08:00:00 PM,67.735,,,,
938,07/23/18,08:30:00 PM,68.592,,,,
939,07/23/18,09:00:00 PM,67.906,,,,
940,07/23/18,09:30:00 PM,67.392,,,,
941,07/23/18,10:00:00 PM,67.050,,,,
942,07/23/18,10:30:00 PM,68.248,,,,
943,07/23/18,11:00:00 PM,70.308,,,,
944,07/23/18,11:30:00 PM,70.824,,,,
945,07/24/18,12:00:00 AM,70.651,,,,
946,07/24/18,12:30:00 AM,70.824,,,,
947,07/24/18,01:00:00 AM,70.995,,,,
948,07/24/18,01:30:00 AM,70.995,,,,
949,07/24/18,02:00:00 AM,70.995,,,,
950,07/24/18,02:30:00 AM,70.995,,,,
951,07/24/18,03:00:00 AM,70.995,,,,
952,07/24/18,03:30:00 AM,71.339,,,,
953,07/24/18,04:00:00 AM,71.339,,,,
954,07/24/18,04:30:00 AM,71.339,,,,
955,07/24/18,05:00:00 AM,71.168,,,,
956,07/24/18,05:30:00 AM,70.824,,,,
957,07/24/18,06:00:00 AM,70.995,,,,
958,07/24/18,06:30:00 AM,70.995,,,,
959,07/24/18,07:00:00 AM,69.622,,,,
960,07/24/18,07:30:00 AM,69.964,,,,
961,07/24/18,08:00:00 AM,70.137,,,,
962,07/24/18,08:30:00 AM,70.308,,,,
963,07/24/18,09:00:00 AM,70.651,,,,
964,07/24/18,09:30:00 AM,70.995,,,,
965,07/24/18,10:00:00 AM,71.339,,,,
966,07/24/18,10:30:00 AM,71.168,,,,
967,07/24/18,11:00:00 AM,70.995,,,,
968,07/24/18,11:30:00 AM,71.168,,,,
969,07/24/18,12:00:00 PM,71.683,,,,
970,07/24/18,12:30:00 PM,72.028,,,,
971,07/24/18,01:00:00 PM,72.545,,,,
972,07/24/18,01:30:00 PM,72.718,,,,
973,07/24/18,02:00:00 PM,72.891,,,,
974,07/24/18,02:30:00 PM,71.512,,,,
975,07/24/18,03:00:00 PM,71.339,,,,
976,07/24/18,03:30:00 PM,68.934,,,,
977,07/24/18,04:00:00 PM,70.308,,,,
978,07/24/18,04:30:00 PM,71.339,,,,
979,07/24/18,05:00:00 PM,72.028,,,,
980,07/24/18,05:30:00 PM,70.480,,,,
981,07/24/18,06:00:00 PM,69.793,,,,
982,07/24/18,06:30:00 PM,71.168,,,,
983,07/24/18,07:00:00 PM,69.107,,,,
984,07/24/18,07:30:00 PM,67.392,,,,
985,07/24/18,08:00:00 PM,69.107,,,,
986,07/24/18,08:30:00 PM,69.449,,,,
987,07/24/18,09:00:00 PM,68.077,,,,
988,07/24/18,09:30:00 PM,66.879,,,,
989,07/24/18,10:00:00 PM,67.050,,,,
990,07/24/18,10:30:00 PM,68.421,,,,
991,07/24/18,11:00:00 PM,69.793,,,,
992,07/24/18,11:30:00 PM,70.651,,,,
993,07/25/18,12:00:00 AM,70.824,,,,
994,07/25/18,12:30:00 AM,70.995,,,,
995,07/25/18,01:00:00 AM,71.339,,,,
996,07/25/18,01:30:00 AM,71.683,,,,
997,07/25/18,02:00:00 AM,71.683,,,,
998,07/25/18,02:30:00 AM,71.683,,,,
999,07/25/18,03:00:00 AM,71.683,,,,
1000,07/25/18,03:30:00 AM,71.168,,,,
1001,07/25/18,04:00:00 AM,68.934,,,,
1002,07/25/18,04:30:00 AM,71.339,,,,
1003,07/25/18,05:00:00 AM,71.512,,,,
1004,07/25/18,05:30:00 AM,69.278,,,,
1005,07/25/18,06:00:00 AM,70.137,,,,
1006,07/25/18,06:30:00 AM,69.793,,,,
1007,07/25/18,07:00:00 AM,71.168,,,,
1008,07/25/18,07:30:00 AM,69.622,,,,
1009,07/25/18,08:00:00 AM,68.592,,,,
1010,07/25/18,08:30:00 AM,69.107,,,,
1011,07/25/18,09:00:00 AM,69.107,,,,
1012,07/25/18,09:30:00 AM,70.480,,,,
1013,07/25/18,10:00:00 AM,69.107,,,,
1014,07/25/18,10:30:00 AM,68.421,,,,
1015,07/25/18,11:00:00 AM,69.107,,,,
1016,07/25/18,11:30:00 AM,68.248,,,,
1017,07/25/18,12:00:00 PM,68.934,,,,
1018,07/25/18,12:30:00 PM,71.339,,,,
1019,07/25/18,01:00:00 PM,71.856,,,,
1020,07/25/18,01:30:00 PM,72.028,,,,
1021,07/25/18,02:00:00 PM,72.199,,,,
1022,07/25/18,02:30:00 PM,72.028,,,,
1023,07/25/18,03:00:00 PM,69.964,,,,
1024,07/25/18,03:30:00 PM,68.421,,,,
1025,07/25/18,04:00:00 PM,66.879,,,,
1026,07/25/18,04:30:00 PM,65.338,,,,
1027,07/25/18,05:00:00 PM,64.481,,,,
1028,07/25/18,05:30:00 PM,64.652,,,,
1029,07/25/18,06:00:00 PM,64.481,,,,
1030,07/25/18,06:30:00 PM,66.708,,,,
1031,07/25/18,07:00:00 PM,63.455,,,,
1032,07/25/18,07:30:00 PM,63.111,,,,
1033,07/25/18,08:00:00 PM,63.111,,,,
1034,07/25/18,08:30:00 PM,63.282,,,,
1035,07/25/18,09:00:00 PM,64.825,,,,
1036,07/25/18,09:30:00 PM,63.797,,,,
1037,07/25/18,10:00:00 PM,63.797,,,,
1038,07/25/18,10:30:00 PM,63.968,,,,
1039,07/25/18,11:00:00 PM,63.282,,,,
1040,07/25/18,11:30:00 PM,64.310,,,,
1041,07/26/18,12:00:00 AM,66.193,,,,
1042,07/26/18,12:30:00 AM,67.564,,,,
1043,07/26/18,01:00:00 AM,68.934,,,,
1044,07/26/18,01:30:00 AM,69.793,,,,
1045,07/26/18,02:00:00 AM,69.964,,,,
1046,07/26/18,02:30:00 AM,69.964,,,,
1047,07/26/18,03:00:00 AM,70.308,,,,
1048,07/26/18,03:30:00 AM,70.651,,,,
1049,07/26/18,04:00:00 AM,71.339,,,,
1050,07/26/18,04:30:00 AM,70.824,,,,
1051,07/26/18,05:00:00 AM,70.651,,,,
1052,07/26/18,05:30:00 AM,70.308,,,,
1053,07/26/18,06:00:00 AM,70.480,,,,
1054,07/26/18,06:30:00 AM,70.308,,,,
1055,07/26/18,07:00:00 AM,70.308,,,,
1056,07/26/18,07:30:00 AM,70.480,,,,
1057,07/26/18,08:00:00 AM,70.480,,,,
1058,07/26/18,08:30:00 AM,70.308,,,,
1059,07/26/18,09:00:00 AM,70.651,,,,
1060,07/26/18,09:30:00 AM,69.793,,,,
1061,07/26/18,10:00:00 AM,70.137,,,,
1062,07/26/18,10:30:00 AM,68.763,,,,
1063,07/26/18,11:00:00 AM,69.107,,,,
1064,07/26/18,11:30:00 AM,68.934,,,,
1065,07/26/18,12:00:00 PM,69.107,,,,
1066,07/26/18,12:30:00 PM,70.651,,,,
1067,07/26/18,01:00:00 PM,67.564,,,,
1068,07/26/18,01:30:00 PM,70.480,,,,
1069,07/26/18,02:00:00 PM,69.793,,,,
1070,07/26/18,02:30:00 PM,72.028,,,,
1071,07/26/18,03:00:00 PM,72.891,,,,
1072,07/26/18,03:30:00 PM,72.028,,,,
1073,07/26/18,04:00:00 PM,72.028,,,,
1074,07/26/18,04:30:00 PM,70.308,,,,
1075,07/26/18,05:00:00 PM,70.137,,,,
1076,07/26/18,05:30:00 PM,69.622,,,,
1077,07/26/18,06:00:00 PM,68.421,,,,
1078,07/26/18,06:30:00 PM,68.934,,,,
1079,07/26/18,07:00:00 PM,68.592,,,,
1080,07/26/18,07:30:00 PM,67.735,,,,
1081,07/26/18,08:00:00 PM,66.708,,,,
1082,07/26/18,08:30:00 PM,67.392,,,,
1083,07/26/18,09:00:00 PM,67.735,,,,
1084,07/26/18,09:30:00 PM,66.537,,,,
1085,07/26/18,10:00:00 PM,67.735,,,,
1086,07/26/18,10:30:00 PM,67.906,,,,
1087,07/26/18,11:00:00 PM,68.077,,,,
1088,07/26/18,11:30:00 PM,66.537,,,,
1089,07/27/18,12:00:00 AM,66.193,,,,
1090,07/27/18,12:30:00 AM,66.708,,,,
1091,07/27/18,01:00:00 AM,67.392,,,,
1092,07/27/18,01:30:00 AM,68.934,,,,
1093,07/27/18,02:00:00 AM,68.248,,,,
1094,07/27/18,02:30:00 AM,70.137,,,,
1095,07/27/18,03:00:00 AM,70.137,,,,
1096,07/27/18,03:30:00 AM,70.308,,,,
1097,07/27/18,04:00:00 AM,70.308,,,,
1098,07/27/18,04:30:00 AM,70.308,,,,
